Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,4933816.273262535,5957412.899856652,6981688.7447937885,8019244.224904862,9047825.777497048,10055248.086919656,14747046.16519716,19438150.38781281,24163943.342505008,28919224.432214838,37446877.71933915,36791120.4685274,35774621.77674684,34759592.99715618,33809218.49224386,32855545.597158633,31653740.709088236,26998081.772100657,22355169.115984134,17714792.69299744
Utility Bills (res),4186589.7597176107,5055546.252504586,5924775.924655705,6792889.654348318,7661889.448879098,8532388.324798377,12514095.376715247,16495493.93346434,20474849.09918706,24452871.135614283,31934077.183647085,31435174.413087904,30564865.322218336,29696085.120576102,28823089.321470834,27951150.17237649,27030376.463555273,23048695.698967453,19066398.88646445,15085108.850921603
Utility Bills (work),435869.80172794167,526073.8453917452,616422.4907286353,721661.5642599219,816692.7245099037,888177.0737087956,1302420.310011438,1716500.550442925,2167851.78687858,2651237.0017232946,3354026.8542508534,3232201.9988134056,3144871.569965514,3056210.8704898814,3035418.398429631,3010553.196107854,2805228.6470780605,2396069.28262666,1996545.3087781584,1597295.8901993586
Utility Bills (pub L2),119183.43249444808,143852.46866324078,168607.55565124482,193696.29505960044,218562.59832600527,242932.80323891144,356188.40768227703,469369.1651961015,583589.3000348101,698506.5995547719,951962.1110195828,935794.5586825025,910641.8959910271,885855.7606004811,863254.016163048,840427.319521766,811860.47210454,697996.3956051216,587915.1296576353,478615.49444757233
Utility Bills (DCFC),192173.27932253457,231940.33329707963,271882.7737582037,310996.7112370214,350681.0057820413,391749.8851735717,574342.0707881985,756786.7387094394,937653.156404555,1116609.6953224884,1206811.5704216254,1187949.497943587,1154242.9885719586,1121441.2454897186,1087456.756180349,1053414.909152521,1006275.1263503621,855320.3949014237,704309.791083892,553772.4574289075
Incremental upfront vehicle cost,2371952.4325383473,2964650.0890353136,1776006.2733329157,887997.7291682296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,2631073.9631731175,4611245.156196668,4615474.694144101,4619716.92070538,4623971.87394634,4628239.592047014,21223502.7044741,21243172.386454187,21262901.07748021,21282688.95457932,22129701.382524025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),1358817.8463212347,2381245.9201084017,2383198.4595689173,2385156.8566478165,2387121.12891795,2389091.2940048906,10954474.787771583,10963555.172134897,10972662.7976513,10981797.746044254,11372815.679838402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),546729.7395130898,957880.2307251692,958434.6555102539,958990.7435696946,959548.4998933128,960107.9294859006,4401224.69282403,4403803.073569167,4406389.189456541,4408983.06369158,4520012.847361521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),328037.8437078539,574728.1384351013,575060.7933061525,575394.4461418164,575729.0999359881,576064.7576915402,2640734.815694417,2642281.844141502,2643833.513673926,2645389.8382149446,2712007.708416915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),397488.53363093897,697390.8669279958,698780.7857587778,700174.8743460526,701573.1451990887,702975.6108646829,3227068.4081840683,3233532.2966086203,3240015.5766984457,3246518.30662854,3524865.1469071833,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),5647684.162987831,7195003.3372870935,8563744.367034381,9868127.062100431,12312683.389014136,13495778.45607928,19149603.853632428,25099808.88640653,31484371.185431585,38615853.548739165,38982592.88226301,37910797.399148956,36673101.58721117,35403432.77189329,34248017.54701984,33150151.21238922,27114804.42451043,21137235.822345898,14633947.791438146,7920831.790317943
Avoided vehicle gasoline (gallons),1947477.2975820107,2336040.0445737317,2710045.685770374,3064635.7335715625,3410715.6202255227,3738442.7856175294,5289945.81592056,6895551.891869926,8555535.648215104,10270173.816154033,10312855.25985794,9924292.51286622,9550286.871669576,9195696.823868388,8849616.937214429,8521889.77182242,6970386.741519391,5364780.665570024,3704796.909224847,1990158.7412859155
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
