Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,18394494.95657617,22210666.397045203,26029338.657274064,29901681.152297344,33737669.207704864,37488407.81564041,54980328.52917588,72469718.23777756,90098538.34990263,107845681.41837528,138425889.597102,135975033.72693324,132150165.26927634,128331317.99797376,124738568.77518573,121132567.2840134,116655925.49812713,99151033.84101883,81751954.59136203,64371926.98674774
Utility Bills (res),15635499.526665688,18880753.27312507,22127015.371936567,25367320.89529538,28612116.238151774,31865614.09262534,46735738.62067095,61604765.02139412,76461555.95868203,91308852.34300536,118228513.98669264,116370895.18672471,113120648.14854366,109876113.26454794,106611645.8716157,103351745.73461643,99926728.46404031,85057395.90644567,70197770.96350057,55340576.865136474
Utility Bills (work),1685238.128600146,2033961.786994966,2383278.3905941066,2792344.441213652,3160436.480927616,3434031.6213003783,5035587.0692409435,6636480.403381006,8387039.056857439,10266063.39772465,12427932.333376033,11966889.627532402,11618768.307375956,11265835.412802987,11157802.408020789,11033528.10523621,10261006.459691495,8633847.66541908,7041284.741336861,5449730.454394041
Utility Bills (pub L2),463756.0754640005,559748.1563480742,656063.2649930936,753908.4921538383,850736.3015858415,945264.2371712234,1385956.2741300203,1826365.4928154366,2271327.9591683308,2719554.6243079575,3281986.682123226,3221361.0777514586,3124583.8518676804,3029403.5002137483,2940848.8793796976,2851349.3474010034,2744770.0552076735,2307209.470511386,1870720.2915755943,1447808.1735238808
Utility Bills (DCFC),610001.2258463335,736203.1805770893,862981.6297502965,988107.3236344731,1114380.187039631,1243497.8645434745,1823046.5651339625,2402107.320187003,2978615.375194832,3551211.0533373146,4487456.594910106,4415887.834924666,4286164.96148904,4159965.8204090726,4028271.6161695635,3895944.0967597617,3723420.519187658,3152580.798642696,2642178.5949489996,2133811.493693351
Incremental upfront vehicle cost,8803725.869511744,11003579.298156317,6591815.315716012,3295887.587416713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,9574391.764978994,16780017.14275162,16795255.2567791,16810539.08514867,16825868.765003324,16841244.433897562,77225686.2973392,77296550.34794201,77367626.99069664,77438916.86337952,80490518.5735886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),5043380.997657965,8838219.527907291,8845466.562849468,8852735.33889647,8860025.921271605,8867338.375393875,40657665.38551746,40691367.34167401,40725170.403699026,40759074.87491012,42210374.17504674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),2046067.6520904324,3584746.9289106904,3586821.7943081525,3588902.884301807,3590990.2175654364,3593083.812828862,16470666.497970305,16480315.55075037,16489993.550688758,16499700.584626984,16915215.4432196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),1116945.8539015937,1956909.008088018,1958041.6745962498,1959177.7391040046,1960317.2118052843,1961460.1029246673,8991316.898592321,8996584.3048219,9001867.513270175,9007166.571343783,9233995.62954495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1367997.2613290027,2400141.6778456196,2404925.225025232,2409723.1228463873,2414535.4143609996,2419362.1427501603,11106037.515259115,11128283.150695736,11150595.523038683,11172974.83249864,12130933.325777307,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),20961914.111961804,26704935.622975912,31785147.45477601,36626487.23830929,45699689.33102488,50090858.6079175,71075102.89338113,93159366.85783857,116855759.22995853,143324366.77865714,144684991.59956527,140706893.85015035,136113055.0384151,131400552.25176138,127112105.62368034,123037257.14657503,100636994.70213059,78451177.60169588,54314145.76819765,29398335.254980292
Avoided vehicle gasoline (gallons),7228246.24550407,8670433.643823348,10058590.96670127,11374685.477735803,12659193.720505506,13875584.101916207,19634006.324138433,25593232.653252356,31754282.39944525,38118182.65389818,38276452.8041178,36834265.405798525,35446108.0829206,34130013.57188607,32845505.329116367,31629114.947705664,25870692.72548344,19911466.396369513,13750416.650176618,7386516.395723691
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,579988.814730666,1630655.3133422132,2727270.4233063385,3871347.360937228,5064443.684938995,6308162.515074146,11748492.5828322,17425144.02291431,23345881.855949946,29518698.383932054,41311987.38077957,40930620.638510406,40512478.75768911,40056128.21372263,39560090.206102915,39022839.36009249,33290940.530136157,27287951.09741147,21004717.314430296,14431813.876666812
Federal EV Tax Credit,17193344.310197607,29457594.853145722,28823478.32988818,28203012.064469844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,2292.4459080263478,4014.0882586553234,4014.0882586553234,4014.0882586553234,4014.08825865532,4014.08825865532,18389.800000000003,18389.800000000003,18389.800000000003,18389.800000000003,20682.245908026336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,341983.13671441044,474728.1155215382,534543.4158908552,597086.4438310625,662454.4750650286,884990.24055955,2092426.9407669418,2825533.7885211217,3374366.606810423,3948976.6794721326,4997118.23576436,4123025.3612442827,4104359.4622993637,4082282.806801482,4056638.7743476536,4027265.093546712,3993993.662657609,3471028.465567018,2919919.05033134,2339596.3691370063
Distribution Cost,231613.4703519262,338326.7446029579,370952.49046719074,405108.1809481454,440849.9229410461,632478.0087877759,1713405.84699941,2314221.4834795226,2724779.399372592,3154923.278016491,3967794.494285785,3086492.3042783067,3073814.53220075,3058573.8114952026,3040649.9214208643,3019918.227309107,2996249.5429092464,2605478.9331127447,2193297.136541123,1758877.8268547938
Transmission Cost,110369.66636248423,136401.37091858027,163590.9254236645,191978.26288291716,221604.55212398252,252512.23177177415,379021.0937675316,511312.30504159915,649587.207437831,794053.4014556416,1029323.7414785748,1036533.056965976,1030544.9300986138,1023708.9953062796,1015988.8529267896,1007346.8662376049,997744.1197483628,865549.532454273,726621.9137902171,580718.5422822124
Cumulative personal light-duty EV population,19335.55870672339,23349.646965378714,27363.735224034037,31377.82348268936,35391.91174134468,39406.0,57795.8,76185.6,94575.40000000001,112965.20000000001,131355.0,127340.91174134468,123326.82348268936,119312.73522403404,115298.64696537872,111284.5587067234,92894.7587067234,74504.9587067234,56115.15870672339,37725.35870672339
Cumulative personal light-duty LDV population,695046.0,705152.0,717357.0,727465.0,738618.0,749422.0,758832.0,769985.0,780440.0,790901.0,798565.0,788459.0,776254.0,766146.0,754993.0,744189.0,734779.0,723626.0,713171.0,702710.0
EV sales as % of total personal light-duty vehicles,0.0032982650184683426,0.005692514888499676,0.005595663328935695,0.005517912557518676,0.005434593062523956,0.005356245558117216,0.024234349632066127,0.023883322402384465,0.02356337450668854,0.023251709126679575
Peak Demand 5-9 PM,10.031617222901021,12.11527496308387,14.19931390166121,16.37317927153127,18.555712701701633,20.446327342900013,29.988231645069728,39.530135947239245,49.11988069337513,60.681274145391384,76.43291622025514,74.8625340531401,72.77435697144527,70.70227633777034,68.93509359652714,68.45243870028115,64.35457858284106,54.90681427620056,45.36490997403048,35.82514034910063
Energy Supply Cost,4749570.349069993,5933444.97056348,6807155.0896422565,7798840.707824073,9090895.524478743,11140853.6815554,17586752.846676808,24844938.476945125,32724495.372598443,40821055.7847401,55644703.467992365,56080412.18901422,56328685.425940886,56496651.27128149,56618740.05627075,56665312.01326857,56672572.9048373,49802740.211857714,42479632.39626232,34640426.63521383
Energy Cost,2858227.8249824173,3805609.130006095,4539491.53830617,5535331.73738452,6756275.49501545,8586723.770036086,13847083.688718824,20361295.101899795,27610911.023620795,34913142.43304222,48553181.156009585,49485995.11215208,49780391.300780796,49999217.65504678,50143341.76383119,50208829.13263083,50170142.2792111,44056497.17180642,37490308.97491638,30472622.67880267
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,1891342.5240875604,2127835.8405573783,2267663.551336084,2263508.9704395453,2334620.0294632893,2554129.911519321,3739669.1579579734,4483643.375045241,5113584.34897764,5907913.351697707,7091522.311982832,6594417.076862105,6548294.125160167,6497433.61623467,6475398.292439534,6456482.88063775,6502430.625626164,5746243.04005132,4989323.421345957,4167803.956411166
