year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,27,19350,9833,0.0,0.0,18.9,2.7,2.7,2.7,9833,3244.8900000000003,4916.5,7374.75
2012,76,19619,9833,0.0,0.0,53.199999999999996,7.6000000000000005,7.6000000000000005,7.6000000000000005,9833,3244.8900000000003,4916.5,7374.75
2013,154,19892,9833,0.0,0.0,107.8,15.4,15.4,15.4,9833,3244.8900000000003,4916.5,7374.75
2014,235,20169,9833,0.0,0.0,164.5,23.5,23.5,23.5,9833,3244.8900000000003,4916.5,7374.75
2015,247,20450,9833,0.0,0.0,172.89999999999998,24.700000000000003,24.700000000000003,24.700000000000003,9833,3244.8900000000003,4916.5,7374.75
2016,289,20734,9833,15603.57,0.0,202.29999999999998,28.900000000000002,28.900000000000002,28.900000000000002,9833,3244.8900000000003,4916.5,7374.75
2017,380,21023,9833,11258.79,0.0,266.0,38.0,38.0,38.0,9833,3244.8900000000003,4916.5,7374.75
2018,614,21315,9833,6914.0,29.9,429.79999999999995,61.400000000000006,61.400000000000006,61.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2019,628,21612,9833,5377.16,31.0,439.59999999999997,62.800000000000004,62.800000000000004,62.800000000000004,9833,3244.8900000000003,4916.5,7374.75
2020,829,21897,9833,3840.32,32.1,580.3,82.9,82.9,82.9,9833,3244.8900000000003,4916.5,7374.75
2021,1030,22215,9833,2741.24,33.4,721.0,103.0,103.0,103.0,9833,3244.8900000000003,4916.5,7374.75
2022,1232,22600,9833,1642.17,34.7,862.4,123.2,123.2,123.2,9833,3244.8900000000003,4916.5,7374.75
2023,1445,22918,9833,821.08,36.6,1011.4999999999999,144.5,144.5,144.5,9833,3244.8900000000003,4916.5,7374.75
2024,1623,23270,9833,0.0,37.5,1136.1,162.3,162.3,162.3,9833,3244.8900000000003,4916.5,7374.75
2025,1800,23610,9833,0.0,39.6,1260.0,180.0,180.0,180.0,9833,3244.8900000000003,4916.5,7374.75
2026,1942,23907,9833,0.0,39.6,1359.3999999999999,194.20000000000002,194.20000000000002,194.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2027,2073,24258,9833,0.0,39.5,1451.1,207.3,207.3,207.3,9833,3244.8900000000003,4916.5,7374.75
2028,2215,24587,9833,0.0,39.4,1550.5,221.5,221.5,221.5,9833,3244.8900000000003,4916.5,7374.75
2029,2369,24917,9833,0.0,39.3,1658.3,236.9,236.9,236.9,9833,3244.8900000000003,4916.5,7374.75
2030,2523,25158,9833,0.0,39.2,1766.1,252.3,252.3,252.3,9833,3244.8900000000003,4916.5,7374.75
2031,2753,25508,9833,0.0,39.1,1927.1,275.3,275.3,275.3,9833,3244.8900000000003,4916.5,7374.75
2032,2924,25863,9833,0.0,39.0,2046.8,292.40000000000003,292.40000000000003,292.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2033,3095,26223,9833,0.0,39.0,2166.5,309.5,309.5,309.5,9833,3244.8900000000003,4916.5,7374.75
2034,3265,26588,9833,0.0,38.9,2285.5,326.5,326.5,326.5,9833,3244.8900000000003,4916.5,7374.75
2035,3436,26958,9833,0.0,38.8,2405.2,343.6,343.6,343.6,9833,3244.8900000000003,4916.5,7374.75
2036,3607,27333,9833,0.0,38.7,2524.8999999999996,360.70000000000005,360.70000000000005,360.70000000000005,9833,3244.8900000000003,4916.5,7374.75
2037,3778,27713,9833,0.0,38.6,2644.6,377.8,377.8,377.8,9833,3244.8900000000003,4916.5,7374.75
2038,3949,28098,9833,0.0,38.6,2764.2999999999997,394.90000000000003,394.90000000000003,394.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2039,4120,28489,9833,0.0,38.5,2884.0,412.0,412.0,412.0,9833,3244.8900000000003,4916.5,7374.75
2040,4291,28886,9833,0.0,38.4,3003.7,429.1,429.1,429.1,9833,3244.8900000000003,4916.5,7374.75
