Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,12608403.59246238,15224213.839823822,17841720.655150708,20496134.82079104,23125631.432951186,25696162.658854898,37685980.04650016,49674007.935032345,61757924.54931253,73924197.70520252,94399924.44998801,92723511.12384509,90104842.07061052,87490373.06394956,85028866.16245759,82558934.30026822,79500396.06982699,67522757.46356456,55570581.14898971,43713579.863805786
Utility Bills (res),10772842.039975842,13008832.122348886,15245499.817750683,17479858.47403931,19716168.76442688,21955290.72148983,32200851.366767757,42445596.00054463,52686350.84158979,62925465.220979415,80528370.90701889,79251550.06978323,77012392.83297667,74777187.85428174,72524731.9442923,70275652.29003942,67929893.18171644,57699969.51700647,47468494.01321029,37303750.46216031
Utility Bills (work),1141971.1652015762,1378295.9145228232,1615010.3519343208,1890838.7026481936,2139851.327536097,2327013.979990342,3412297.113245668,4497144.017757811,5679929.25145182,6946843.031321487,8498154.329729078,8187682.371405172,7953457.822900179,7716022.801035637,7644195.289630278,7561697.634920604,7040270.569305922,5945465.249211099,4874090.440137788,3803439.474815241
Utility Bills (pub L2),292812.89977785083,353409.038892664,414232.4772759051,475988.8050863044,537118.3316254694,596852.8259228677,875081.6566105292,1153113.2961588458,1434037.5903143967,1716893.4647975604,2311478.6014839634,2273122.9435636587,2211260.6312585967,2150515.6153027792,2093741.1155701932,2036339.696999082,1968755.4230205643,1689515.2027686783,1410925.9729680135,1133113.8675699653
Utility Bills (DCFC),400777.4875071108,483676.7640594486,566978.0081897979,649448.8390172316,732493.0093627415,817005.1314518554,1197749.9098762074,1578154.620571058,1957606.8659565167,2334995.98810405,3061920.6117560803,3011155.7390930275,2927730.783475079,2846646.7933294037,2766197.812964813,2685244.6783091156,2561476.895784058,2187807.494578314,1817070.7226736152,1473276.0592602692
Incremental upfront vehicle cost,6024272.143109777,7529602.49136642,4510691.264992191,2255331.8985609217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,6682387.625220217,11711615.864824641,11722358.022755558,11733132.407160267,11743939.114718191,11754778.24239877,53902591.029527344,53952547.28972704,54002653.418707326,54052909.86607455,56204146.815592885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),3451118.3221297986,6047875.693295948,6052834.742608636,6057808.669069261,6062797.517309269,6067801.3320939895,27821730.590400744,27844792.582171947,27867923.75991846,27891124.331198215,28884229.271988057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),1388581.2777592954,2432819.1034665345,2434227.2285800152,2435639.5780688324,2437056.164606121,2438477.0009030136,11178051.896039719,11184600.36283895,11191168.475038577,11197756.291574797,11479749.052539814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),833148.7666555782,1459691.4620799206,1460536.3371480084,1461383.7468413,1462233.6987636732,1463086.2005418064,6706831.137623832,6710760.21770337,6714701.085023143,6718653.774944879,6887849.431523889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),1009539.2586755446,1771229.6059822377,1774759.7144188979,1778300.4131808719,1781851.734039127,1785413.7088599592,8195977.40546305,8212394.12701277,8228860.098727145,8245375.468356653,8952319.059541123,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),14343958.128941024,18273831.11895512,21750152.2894492,25063016.50461884,31271687.631606497,34276506.17577261,48635863.83523151,63747955.78424776,79963213.32926348,98075473.41768038,99006675.67323908,96284523.51629347,93141024.44000423,89916323.4258687,86981800.14596163,84193439.23069601,68865110.34180711,53683524.53337309,37166737.53980296,20117038.136700746
Avoided vehicle gasoline (gallons),4946192.458255526,5933062.051608805,6882959.585268734,7783545.498328831,8662517.349475484,9494877.057000723,13435321.501445169,17513174.666002132,21729134.056865074,26083902.50470223,26192242.24159764,25205372.648244362,24255475.114584435,23354889.20152434,22475917.350377683,21643557.642852444,17703113.198407996,13625260.033851037,9409300.642988091,5054532.195150941
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
