year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,96,69324,9833,0.0,0.0,67.19999999999999,9.600000000000001,9.600000000000001,9.600000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,274,70288,9833,0.0,0.0,191.79999999999998,27.400000000000002,27.400000000000002,27.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2013,552,71266,9833,0.0,0.0,386.4,55.2,55.2,55.2,9833,3244.8900000000003,4916.5,7374.75
2014,840,72258,9833,0.0,0.0,588.0,84.0,84.0,84.0,9833,3244.8900000000003,4916.5,7374.75
2015,884,73263,9833,15603.57,0.0,618.8,88.4,88.4,88.4,9833,3244.8900000000003,4916.5,7374.75
2016,1037,74282,9833,11258.79,0.0,725.9,103.7,103.7,103.7,9833,3244.8900000000003,4916.5,7374.75
2017,1360,75315,9833,6914.0,29.9,951.9999999999999,136.0,136.0,136.0,9833,3244.8900000000003,4916.5,7374.75
2018,2201,76363,9833,5377.16,31.0,1540.6999999999998,220.10000000000002,220.10000000000002,220.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2019,2249,77425,9833,3840.32,32.1,1574.3,224.9,224.9,224.9,9833,3244.8900000000003,4916.5,7374.75
2020,2970,78448,9833,2741.24,33.4,2079.0,297.0,297.0,297.0,9833,3244.8900000000003,4916.5,7374.75
2021,3691,79588,9833,1642.17,34.7,2583.7,369.1,369.1,369.1,9833,3244.8900000000003,4916.5,7374.75
2022,4413,80966,9833,821.08,36.6,3089.1,441.3,441.3,441.3,9833,3244.8900000000003,4916.5,7374.75
2023,5176,82107,9833,0.0,37.5,3623.2,517.6,517.6,517.6,9833,3244.8900000000003,4916.5,7374.75
2024,5813,83366,9833,0.0,39.6,4069.1,581.3000000000001,581.3000000000001,581.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2025,6449,84585,9833,0.0,39.6,4514.299999999999,644.9000000000001,644.9000000000001,644.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2026,6958,85647,9833,0.0,39.5,4870.599999999999,695.8000000000001,695.8000000000001,695.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2027,7425,86906,9833,0.0,39.4,5197.5,742.5,742.5,742.5,9833,3244.8900000000003,4916.5,7374.75
2028,7934,88086,9833,0.0,39.3,5553.799999999999,793.4000000000001,793.4000000000001,793.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2029,8486,89267,9833,0.0,39.2,5940.2,848.6,848.6,848.6,9833,3244.8900000000003,4916.5,7374.75
2030,9037,90132,9833,0.0,39.1,6325.9,903.7,903.7,903.7,9833,3244.8900000000003,4916.5,7374.75
2031,9862,91385,9833,0.0,39.0,6903.4,986.2,986.2,986.2,9833,3244.8900000000003,4916.5,7374.75
2032,10474,92657,9833,0.0,39.0,7331.799999999999,1047.4,1047.4,1047.4,9833,3244.8900000000003,4916.5,7374.75
2033,11086,93946,9833,0.0,38.9,7760.2,1108.6000000000001,1108.6000000000001,1108.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,11699,95253,9833,0.0,38.8,8189.299999999999,1169.9,1169.9,1169.9,9833,3244.8900000000003,4916.5,7374.75
2035,12311,96578,9833,0.0,38.7,8617.699999999999,1231.1000000000001,1231.1000000000001,1231.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2036,12923,97921,9833,0.0,38.6,9046.099999999999,1292.3000000000002,1292.3000000000002,1292.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2037,13535,99284,9833,0.0,38.6,9474.5,1353.5,1353.5,1353.5,9833,3244.8900000000003,4916.5,7374.75
2038,14147,100665,9833,0.0,38.5,9902.9,1414.7,1414.7,1414.7,9833,3244.8900000000003,4916.5,7374.75
2039,14759,102065,9833,0.0,38.4,10331.3,1475.9,1475.9,1475.9,9833,3244.8900000000003,4916.5,7374.75
2040,15371,103485,9833,0.0,0.0,10759.699999999999,1537.1000000000001,1537.1000000000001,1537.1000000000001,9833,3244.8900000000003,4916.5,7374.75
