year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,44,31709,9833,0.0,0.0,30.799999999999997,4.4,4.4,4.4,9833,3244.8900000000003,4916.5,7374.75
2012,125,32151,9833,0.0,0.0,87.5,12.5,12.5,12.5,9833,3244.8900000000003,4916.5,7374.75
2013,252,32598,9833,0.0,0.0,176.39999999999998,25.200000000000003,25.200000000000003,25.200000000000003,9833,3244.8900000000003,4916.5,7374.75
2014,384,33051,9833,0.0,0.0,268.79999999999995,38.400000000000006,38.400000000000006,38.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2015,404,33511,9833,0.0,0.0,282.79999999999995,40.400000000000006,40.400000000000006,40.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2016,474,33977,9833,15603.57,0.0,331.79999999999995,47.400000000000006,47.400000000000006,47.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2017,622,34450,9833,11258.79,0.0,435.4,62.2,62.2,62.2,9833,3244.8900000000003,4916.5,7374.75
2018,1007,34929,9833,6914.0,29.9,704.9,100.7,100.7,100.7,9833,3244.8900000000003,4916.5,7374.75
2019,1029,35415,9833,5377.16,31.0,720.3,102.9,102.9,102.9,9833,3244.8900000000003,4916.5,7374.75
2020,1359,35883,9833,3840.32,32.1,951.3,135.9,135.9,135.9,9833,3244.8900000000003,4916.5,7374.75
2021,1688,36405,9833,2741.24,33.4,1181.6,168.8,168.8,168.8,9833,3244.8900000000003,4916.5,7374.75
2022,2018,37035,9833,1642.17,34.7,1412.6,201.8,201.8,201.8,9833,3244.8900000000003,4916.5,7374.75
2023,2368,37557,9833,821.08,36.6,1657.6,236.8,236.8,236.8,9833,3244.8900000000003,4916.5,7374.75
2024,2659,38132,9833,0.0,37.5,1861.3,265.90000000000003,265.90000000000003,265.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2025,2950,38690,9833,0.0,39.6,2065.0,295.0,295.0,295.0,9833,3244.8900000000003,4916.5,7374.75
2026,3183,39176,9833,0.0,39.6,2228.1,318.3,318.3,318.3,9833,3244.8900000000003,4916.5,7374.75
2027,3396,39752,9833,0.0,39.5,2377.2,339.6,339.6,339.6,9833,3244.8900000000003,4916.5,7374.75
2028,3629,40291,9833,0.0,39.4,2540.2999999999997,362.90000000000003,362.90000000000003,362.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2029,3882,40831,9833,0.0,39.3,2717.3999999999996,388.20000000000005,388.20000000000005,388.20000000000005,9833,3244.8900000000003,4916.5,7374.75
2030,4134,41227,9833,0.0,39.2,2893.7999999999997,413.40000000000003,413.40000000000003,413.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2031,4511,41801,9833,0.0,39.1,3157.7,451.1,451.1,451.1,9833,3244.8900000000003,4916.5,7374.75
2032,4791,42382,9833,0.0,39.0,3353.7,479.1,479.1,479.1,9833,3244.8900000000003,4916.5,7374.75
2033,5071,42972,9833,0.0,39.0,3549.7,507.1,507.1,507.1,9833,3244.8900000000003,4916.5,7374.75
2034,5351,43570,9833,0.0,38.9,3745.7,535.1,535.1,535.1,9833,3244.8900000000003,4916.5,7374.75
2035,5631,44176,9833,0.0,38.8,3941.7,563.1,563.1,563.1,9833,3244.8900000000003,4916.5,7374.75
2036,5911,44790,9833,0.0,38.7,4137.7,591.1,591.1,591.1,9833,3244.8900000000003,4916.5,7374.75
2037,6191,45413,9833,0.0,38.6,4333.7,619.1,619.1,619.1,9833,3244.8900000000003,4916.5,7374.75
2038,6471,46045,9833,0.0,38.6,4529.7,647.1,647.1,647.1,9833,3244.8900000000003,4916.5,7374.75
2039,6751,46686,9833,0.0,38.5,4725.7,675.1,675.1,675.1,9833,3244.8900000000003,4916.5,7374.75
2040,7031,47335,9833,0.0,38.4,4921.7,703.1,703.1,703.1,9833,3244.8900000000003,4916.5,7374.75
