Type,Hour,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044
avg_weekday,0,0.07739412548184184,0.10372254620486321,0.13425716246844738,0.1744532221745657,0.228199013404294,0.2942755353302219,0.37511835523945003,0.5081279472530182,0.62557772941436,0.7511251810351967,0.8837792283000993,1.0340484785745303,1.193605175348716,1.3658195060847125,1.5391002466750938,1.7434471650059755,1.9514926065149167,2.326820928085129,2.1635565532141383,2.0131979781181113,1.839161029299816,1.6465572679533895,1.4287202353104296,1.2020822160712645,0.9434503967275236,0.6575466009140865,0.3405188253817975
avg_weekday,1,0.05449389955945081,0.07275675174510655,0.09409261505927723,0.12183667211909596,0.15933324316529138,0.2055043730275002,0.26248821551761187,0.3607825027925591,0.44440301625276446,0.5336921150023133,0.6295197178718818,0.7352189790194642,0.8487407887672758,0.9712177746738767,1.0958222938457869,1.2393175696810095,1.3871990402540482,1.6751797381372,1.5576251799323217,1.444389999814076,1.3168513593313573,1.1771372241140028,1.0213934498564423,0.8562849766991185,0.6708621585713992,0.4666469764971473,0.24181384058093827
avg_weekday,2,0.04106585793080961,0.05468895037556064,0.07071757833679848,0.09128291876876647,0.11932063618330174,0.15383159937257515,0.19667512295282505,0.26977975719943215,0.33221652826577475,0.3987246182420112,0.4709753444996914,0.5485258750400258,0.6325682588978998,0.7229835115319264,0.816047889542608,0.9198079735477408,1.027809853031675,1.2466366235788187,1.1594051752220722,1.0715217554633754,0.9751543805778885,0.8701562509744958,0.754955853100619,0.6305308347771097,0.49301301993625124,0.34222311541961187,0.17737003855498693
avg_weekday,3,0.03068844382823982,0.04065162598368746,0.0523764654474614,0.06734867404346653,0.08781476263458991,0.11295937469314898,0.1441871892019244,0.19967137167504867,0.2458505923411452,0.2948725816160934,0.34799503850544683,0.4046330052517643,0.4659331848912829,0.5316052995793914,0.5993005457959714,0.6734181632288156,0.7504283036375669,0.9190239641954057,0.8523768004253981,0.7851954041964846,0.7122924092401552,0.6332894599346366,0.5476709565729684,0.4555650267833727,0.3549325652664586,0.24550891907698422,0.12688304117615204
avg_weekday,4,0.023113508660128033,0.0304796957670532,0.039153172027983095,0.050181173781464264,0.06524937480288301,0.0837018652870882,0.10659825331464874,0.14802947204783348,0.1823639661522229,0.2186926093548839,0.25777483677971674,0.2993796543674247,0.34427180868740714,0.3921967992297643,0.4419203976511445,0.4951649875892137,0.5506105038848756,0.6803513253725842,0.6320825320636888,0.5831242355487509,0.5298727317251798,0.4716806138318855,0.40869171782911234,0.3403904446204294,0.26568521852115956,0.18413733014029096,0.0954249001208343
avg_weekday,5,0.01322927721990598,0.01745900253428809,0.022874048086204822,0.028699480624478666,0.03756988998407255,0.04844387029067633,0.0629039246190094,0.08230839791345647,0.10138933546826431,0.12152177978003495,0.14843406529565017,0.16816393605372196,0.193789526845427,0.22122329586984452,0.2541918097644539,0.28002477612844595,0.3130503031804688,0.3693391776544991,0.3530284038722076,0.31596997700491586,0.28638098328874917,0.2564783194767191,0.22909539137829987,0.18578383093611753,0.1452110908310231,0.10044318513905365,0.053646986981791295
avg_weekday,6,0.011742208570584568,0.015627809685308674,0.0204870747637003,0.026109614472271867,0.03437679054678003,0.04459220999421487,0.05785319083692102,0.07601833341061377,0.09357814114171359,0.11211768385354451,0.1355019101996174,0.15473367585607362,0.1781706272068635,0.20323169180148398,0.2315465824816605,0.25693581314026426,0.2868131170879188,0.3346553494282442,0.317373518683139,0.28698437178086167,0.26056409731583857,0.2333667556776448,0.20666958062872887,0.1693526414822226,0.1325126786313968,0.09182891791497808,0.048562116919359855
avg_weekday,7,0.014205071168996893,0.019067243192586642,0.02486971043787522,0.03224868239048531,0.04251599445489888,0.05520989035066137,0.07099692895433445,0.09343055780196734,0.11518432567047522,0.13834263996913992,0.16503346552183815,0.19152320825091798,0.22120937970649512,0.2532130994638421,0.2863014969888328,0.32300547236353366,0.36205727747315525,0.41953832112508993,0.3942804343029024,0.36377406914279065,0.33242156986892474,0.2990274464284157,0.26245676855514116,0.2194583672830853,0.17268064490123639,0.12044890131960413,0.06303086581749477
avg_weekday,8,0.019253811305070444,0.0260286975354762,0.033970349478689085,0.044452430816369494,0.05873901811572421,0.07642755844772908,0.09807587916583252,0.12839472155881682,0.15841814008463906,0.1905932132900204,0.22645144729135327,0.2649165461358604,0.3068156165092819,0.35227296127456664,0.3976052688646425,0.4525559535583021,0.5091263362570201,0.5844902770428371,0.547016416044436,0.5087241673257819,0.4659126749458955,0.4198044043027228,0.36706271600350016,0.30928579631308295,0.2437822444477968,0.17038378650447594,0.08876091567191424
avg_weekday,9,0.027747642599928766,0.03753724953471938,0.04862163666980202,0.06435750827752401,0.08464945171175059,0.10974639783677267,0.13946859048252894,0.18723568046315273,0.23124698095502097,0.2785832590459464,0.3247552641612516,0.3846933958787619,0.44520776527535016,0.5108171155574184,0.5728878555230102,0.6561708335109667,0.7359630856019523,0.8612515803685178,0.7958390895393412,0.7494850406536993,0.6872037437033384,0.6160532279041079,0.5306582612151065,0.45202525775644226,0.35572995880226993,0.24883707100867317,0.12769884104524387
