Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
avg_weekday,0,0.13425716262977122,0.17445322239463562,0.2281990133999993,0.29427553555384633,0.37511835498467494,0.5081279470114931,0.6255777292605352,0.7511251812605383,0.8837792284324338,1.0340484784137947,1.1936051753103405,1.3658195063103413,1.539100246748087,1.7434471650077015,1.9514926060307776,2.3268209280459673,2.1635565529195335,2.013197978356319,1.8391610294406069,1.6465572680115383,1.4287202353692345,1.2020822162413738,0.9434503966436797,0.6575466006398468,0.34051882534615574,0.0,0.0,0.0,0.0,0.0
avg_weekday,1,0.09409261495419814,0.12183667203448283,0.15933324287692324,0.20550437296923152,0.2624882157509586,0.360782502862069,0.4444030160383152,0.5336921149693487,0.6295197176640953,0.7352189794712657,0.848740789057468,0.9712177745172392,1.0958222935000033,1.239317569942313,1.3871990403230758,1.6751797381954048,1.557625180084285,1.4443899994176206,1.3168513596053595,1.17713722446923,1.0213934497846167,0.8562849769080497,0.6708621585172413,0.4666469764521061,0.24181384027307765,0.0,0.0,0.0,0.0,0.0
avg_weekday,2,0.07071757846946555,0.09128291908429127,0.11932063608461574,0.15383159953846132,0.1966751231992331,0.2697797573793106,0.33221652867049745,0.39872461846360163,0.4709753446872579,0.5485258747931008,0.6325682589080436,0.7229835116091954,0.8160478892328261,0.9198079735269262,1.02780985289231,1.246636623505744,1.1594051750574632,1.0715217554406167,0.9751543806130291,0.8701562511730756,0.7549558528307686,0.6305308351609228,0.4930130202413779,0.34222311563984636,0.1773700384153849,0.0,0.0,0.0,0.0,0.0
avg_weekday,3,0.05237646548854943,0.06734867385440603,0.08781476285000021,0.11295937475384615,0.14418718922605442,0.19967137190804682,0.24585059216092037,0.2948725818927187,0.3479950387027039,0.40463300533333335,0.46593318454022886,0.5316052994137926,0.5993005460152685,0.6734181634269236,0.750428303738461,0.9190239637931009,0.8523768000804649,0.7851954043984655,0.7122924095785422,0.6332894601692303,0.54767095632308,0.45556502681609196,0.3549325652988496,0.24550891903448266,0.12688304098461556,0.0,0.0,0.0,0.0,0.0
avg_weekday,4,0.03915317227099223,0.05018117386973182,0.06524937509999963,0.08370186550769215,0.10659825357088133,0.1480294721034485,0.18236396640996247,0.2186926088735634,0.25777483659845474,0.29937965477011347,0.34427180908045907,0.3921967991379307,0.4419203976030532,0.4951649877192298,0.5506105042307711,0.6803513255977035,0.6320825317432923,0.5831242353180076,0.5298727317701131,0.4716806137269245,0.40869171759999917,0.3403904445057489,0.2656852186896563,0.18413732988888817,0.09542490036923094,0.0,0.0,0.0,0.0,0.0
avg_weekday,5,0.022874048099236686,0.028699480475095816,0.03756988974615395,0.04844387015384609,0.06290392480459762,0.08230839791954035,0.10138933532950234,0.12152177998467469,0.14843406549420865,0.16816393609195443,0.1937895269655165,0.22122329625287454,0.25419180987786244,0.28002477603846065,0.3130503030000004,0.3693391778275873,0.35302840378543865,0.3159699772222209,0.28638098326053535,0.25647831947307687,0.22909539164615295,0.18578383080459815,0.14521109128735568,0.10044318508045992,0.05364698676538477,0.0,0.0,0.0,0.0,0.0
avg_weekday,6,0.02048707477480914,0.02610961460153255,0.03437679049615379,0.044592210184615254,0.05785319077777765,0.07601833365517247,0.09357814111494278,0.11211768373563216,0.1355019104478768,0.15473367605747165,0.17817062728735655,0.20323169188505716,0.2315465822213737,0.2569358133153843,0.286813116953846,0.3346553492068963,0.3173735190306498,0.28698437160153345,0.26056409771264477,0.2333667557576925,0.2066695806615396,0.16935264175862036,0.13251267874712688,0.09182891790804561,0.04856211685384639,0.0,0.0,0.0,0.0,0.0
avg_weekday,7,0.024869710633587856,0.032248682367816014,0.042515994734615294,0.055209890446153785,0.07099692880459751,0.0934305579195402,0.1151843257777779,0.1383426398237553,0.16503346568725902,0.19152320818390814,0.22120937968965426,0.25321309970115036,0.2863014970190844,0.32300547235384525,0.36205727746153715,0.41953832074712655,0.394280434578545,0.3637740694022989,0.3324215699233712,0.2990274460307707,0.26245676872307777,0.21945836725287335,0.17268064516091955,0.12044890125670485,0.06303086590000002,0.0,0.0,0.0,0.0,0.0
avg_weekday,8,0.033970349790076224,0.04445243093869751,0.058739018450000145,0.07642755826153819,0.0980758790536395,0.1283947217931033,0.15841814018007735,0.19059321334482676,0.22645144731660244,0.264916546448276,0.3068156165517261,0.3522729610574698,0.3976052685610685,0.4525559538730771,0.5091263360307704,0.5844902768735641,0.5470164160574706,0.5087241675555573,0.465912675134101,0.41980440470000074,0.36706271615384567,0.3092857963678153,0.24378224449425268,0.17038378677011476,0.08876091556153859,0.0,0.0,0.0,0.0,0.0
avg_weekday,9,0.04862163670992336,0.06435750829118768,0.0846494517576922,0.109746398,0.1394685907049811,0.18723568042528674,0.23124698071647448,0.2785832592835245,0.3247552637142844,0.3846933960574715,0.4452077653448261,0.5108171152298862,0.572887855671759,0.6561708335384611,0.7359630856923054,0.8612515802298794,0.7958390894712657,0.7494850405862027,0.6872037435555575,0.6160532278076899,0.5306582616153858,0.4520252576206894,0.35572995883907926,0.24883707095019184,0.12769884120000033,0.0,0.0,0.0,0.0,0.0
avg_weekday,10,0.048524082507633584,0.06339042495402326,0.08337022863846141,0.1080368010153849,0.13861829883141732,0.18428574512643736,0.22713781829118726,0.2731160020383155,0.3221282112200778,0.3766576942758633,0.43540776798850583,0.49902162111494325,0.5653187363091646,0.6395149536615437,0.7170167281230729,0.8394230396896559,0.7844457100114929,0.7297900782222215,0.6686728657509593,0.5998258188153844,0.5228808661076929,0.4400957421034488,0.346270031873563,0.24203262431034567,0.12582885646538428,0.0,0.0,0.0,0.0,0.0
avg_weekday,11,0.05847413424045797,0.0759918073524899,0.09995298625384631,0.12952599600000045,0.16688944714942597,0.22017321372413803,0.27145970450191387,0.3265370645095771,0.3873023809150575,0.4510173580344832,0.5217055690919551,0.598334133712642,0.6814037388969483,0.7678305935269217,0.8616789069538486,1.0060750588390872,0.9446515867892742,0.8747695319080503,0.8014988264252845,0.7192683322653846,0.6300581818153858,0.5279294519195411,0.4154283283563199,0.2903615295134097,0.1517428144384612,0.0,0.0,0.0,0.0,0.0
