Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
avg_weekday,0,0.17231431075572592,0.22390452942145475,0.29288534790769194,0.3776922225230747,0.4814511174252854,0.6521642161034462,0.8029068495823737,0.9640425551647553,1.1342993242471002,1.3271645827011476,1.5319499493333328,1.7529809408505774,1.975380631251916,2.237652660896168,2.504671613015391,2.9863922144252757,2.7768481745134115,2.583868270969353,2.360498014341007,2.1132979109230865,1.8337117981538487,1.5428299306896478,1.2108851548735675,0.8439377630383144,0.437043846876923,0.0,0.0,0.0,0.0,0.0
avg_weekday,1,0.12076453743511503,0.15637305188122566,0.2044985719538469,0.26375758104615427,0.3368943241609198,0.463051558402297,0.5703755249042133,0.6849749194827626,0.8079662520656361,0.9436275083448271,1.08932872865517,1.246523600448278,1.40644908605726,1.5906201877115362,1.7804208154769254,2.1500338374712644,1.9991567270383213,1.8538233857203046,1.6901320595019078,1.510813917161541,1.3109223020153853,1.0990114271609157,0.8610278095747169,0.5989248595670512,0.3103594964076941,0.0,0.0,0.0,0.0,0.0
avg_weekday,2,0.09076350636641231,0.11715839164750902,0.15314380843076938,0.19743740698461498,0.25242555131417665,0.34625275971264263,0.42638814276628517,0.5117489191724127,0.6044801662432431,0.704013524264371,0.8118789463908029,0.9279237197126415,1.0473685511145057,1.1805409424538431,1.3191575278615366,1.6000139342069062,1.488055460942524,1.3752602058505738,1.2515760948122627,1.1168147156846193,0.9689590869999963,0.8092639851264365,0.6327647420114939,0.4392312427241406,0.22764815981538472,0.0,0.0,0.0,0.0,0.0
avg_weekday,3,0.06722333777099246,0.08643963642528713,0.11270713630384639,0.1449793550461531,0.18505914842145552,0.25627113037931065,0.315540523758622,0.37845851025287536,0.4466393012779922,0.5193321250689642,0.598008733310343,0.6822965657471255,0.7691810158129794,0.864308350984613,0.9631481376153884,1.1795346942298819,1.0939954211111103,1.0077704793103486,0.9142020682183918,0.812804582473074,0.7029162669692308,0.5847015698735668,0.45554337090804603,0.3151019984521064,0.1628498876384606,0.0,0.0,0.0,0.0,0.0
avg_weekday,4,0.05025170924045798,0.06440575812260503,0.08374526026153849,0.10742837823076958,0.13681508106130194,0.1899905825172407,0.23405768844827518,0.2806842148620696,0.3308448694208474,0.3842431786551741,0.4418606678505734,0.503370694896553,0.5671891720305349,0.635526716069232,0.7066890716923057,0.873206819252877,0.8112555336934845,0.7484192944367787,0.6800728764482794,0.6053853552076935,0.5245413385230785,0.4368790747356308,0.34099756414942567,0.2363337388927202,0.12247447810000027,0.0,0.0,0.0,0.0,0.0
avg_weekday,5,0.029358030133587867,0.036834766459769956,0.04821962236153876,0.06217599104615396,0.08073495837931034,0.10563991212643709,0.13012961942911824,0.1559688982681984,0.19050986333976816,0.21583245331034417,0.24872199113793061,0.283932261229885,0.3262461807709929,0.35940187816923064,0.40178897170769146,0.47403374748276067,0.4530994472337179,0.4055362695172414,0.367559844455939,0.3291808356576918,0.2940358173076913,0.2384469641494248,0.18637328956321877,0.12891526930268252,0.0688540069653846,0.0,0.0,0.0,0.0,0.0
avg_weekday,6,0.026294434561068798,0.03351076495019155,0.044121392288461785,0.05723252164615366,0.07425252076245181,0.09756683778160917,0.12010422834099632,0.1438990747662842,0.17391190059073366,0.19859519031034464,0.22867568688505865,0.2608406752988501,0.2971818341374056,0.3297680124500007,0.3681144729384602,0.42951828304597645,0.4073376659961704,0.3683342722796937,0.3344247861379303,0.2995179619115396,0.2652530841076929,0.21735811457471294,0.17007532762068897,0.11785916250574686,0.06232775623076933,0.0,0.0,0.0,0.0,0.0
avg_weekday,7,0.03191939200381684,0.041390041203064935,0.05456777217692299,0.07085993764615373,0.09112204283524943,0.11991481052873607,0.1478350011111119,0.17755787642528736,0.21181460530888024,0.2458132515517238,0.2839144009195397,0.32499004148275995,0.36745782678626177,0.4145660789000019,0.464687687046154,0.5384625696436788,0.506044966839079,0.4668911278544072,0.42665130654022904,0.38379113171154083,0.33685396270769236,0.2816670381379302,0.22162948883907987,0.1545918973984676,0.08089788326153859,0.0,0.0,0.0,0.0,0.0
avg_weekday,8,0.04359973978625963,0.05705312001915734,0.07538944858076954,0.0980920634000004,0.12587691571264334,0.1647900754942533,0.2033240694406123,0.2446196362567045,0.2906424090656372,0.3400110003218375,0.3937869724367839,0.4521298641264367,0.5103122746526707,0.5808395310538418,0.6534456125538463,0.7501725598275852,0.702076187708813,0.6529294430881195,0.59798240991188,0.538804077957692,0.4711119894923068,0.3969573606551725,0.3128858727011498,0.21868155269731765,0.11392149036538489,0.0,0.0,0.0,0.0,0.0
avg_weekday,9,0.062404147912213805,0.08260058167816134,0.10864457182307684,0.14085561272307745,0.17900299395785513,0.2403103617701145,0.296797306038314,0.35755174183908184,0.4168118745135123,0.49374034256321775,0.5714083920574712,0.6556156681609223,0.7352812632137432,0.8421720146538431,0.9445825431538466,1.105385886298853,1.0214312719578502,0.9619374931072789,0.8820016554061256,0.7906824893615373,0.6810810754461544,0.5801584012183929,0.45656679768965647,0.319373563218389,0.16389693806538438,0.0,0.0,0.0,0.0,0.0
avg_weekday,10,0.062278941053434976,0.08135936421839064,0.10700273476153843,0.1386614057846154,0.1779116750651344,0.23652422410344773,0.2915233419310361,0.3505347111379309,0.41344014540926743,0.48342680473563,0.5588304423103436,0.6404765688620713,0.7255665674427492,0.8207947832192335,0.9202655652000018,1.0773697284712642,1.0068082736321873,0.9366597067279709,0.8582179304329514,0.7698551842653849,0.6710990648307691,0.5648472910229873,0.4444253161839085,0.3106402974061311,0.16149687896538417,0.0,0.0,0.0,0.0,0.0
avg_weekday,11,0.07504947937404557,0.09753279200766272,0.1282861161769227,0.16624202603076899,0.21419669208045986,0.2825845184942537,0.3484089116666648,0.4190987524061297,0.49708888196525164,0.5788647973793065,0.6695906121034488,0.7679406601724128,0.8745575545152624,0.9854833604192348,1.1059343447846144,1.2912616894252922,1.2124268392107251,1.1227356984291188,1.0286953447969385,0.9231554183769279,0.8086573518615335,0.677578745183908,0.5331875399425292,0.3726687349080463,0.1947565258346154,0.0,0.0,0.0,0.0,0.0
