Type,Hour,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
avg_weekday,0,3.445397751416038,4.5077907912260375,5.9177472911769256,7.662525416261538,9.780626196455968,13.194015779046051,16.31193476959384,19.66057741504595,23.128320392787632,27.240785225482796,31.547834479356382,36.216785936586206,40.80413885685478,46.52945070251906,52.23459743012303,61.6271242466092,57.229711904291094,53.5187101833488,48.982397882019164,43.92952926878062,38.057004989830936,32.192213684632065,25.319690685540337,17.687095370229933,9.143003692538477,0.0,0.0,0.0,0.0,0.0
avg_weekday,1,2.523764725809155,3.2938812319999933,4.324317236892293,5.601555279984624,7.161738272670524,9.82961937462065,12.153104030904208,14.643803104168574,17.248899180679576,20.284213208781544,23.48249338368972,26.9462700480689,30.364472639694785,34.57883543611521,38.804662777338464,46.42996030440237,43.08032152681604,40.178707814333265,36.69855789044815,32.86345552363089,28.45228335893847,23.998681530046042,18.843246069356343,13.137875487590026,6.791871866842312,0.0,0.0,0.0,0.0,0.0
avg_weekday,2,1.9521731594465683,2.5413964872145582,3.3339654562692354,4.315479331969233,5.517991325885072,7.553707845574682,9.334740023406088,11.239434301406128,13.24335655096914,15.543263266000034,17.973818546149353,20.598737206517182,23.200526823690755,26.352021778673134,29.52070267060002,35.4389928926553,32.86703808527216,30.59800280282366,27.910973706229797,24.96119602301155,21.59851643909234,18.175399511344825,14.249806441379276,9.91987531680848,5.127199819192317,0.0,0.0,0.0,0.0,0.0
avg_weekday,3,1.4721068568091662,1.9101474572835193,2.5009239065153936,3.2315774913384527,4.12757300830652,5.704234163827586,7.041352645283521,8.464872734927201,9.957395974683408,11.657414263344865,13.449306899781568,15.374586211298848,17.28231295671374,19.555527145596262,21.831614787076937,26.436992542850597,24.452235700210714,22.694257472137867,20.639115282049772,18.392868648326854,15.863938262276898,13.300970131057497,10.393166681356318,7.2117950595249,3.7167310936615356,0.0,0.0,0.0,0.0,0.0
avg_weekday,4,1.1071682496259572,1.4331809514176215,1.8723689713846134,2.4143541674923177,3.0787723608620756,4.24430111549425,5.239557717057498,6.29567009093105,7.391977813872555,8.645219916712676,9.958732896563223,11.364963177528704,12.763787067977058,14.40327953604239,16.041852936322996,19.470685868252833,18.036987204233654,16.78218524503453,15.29571517464745,13.652343324311499,11.797178211630806,9.912452794758673,7.762682039137925,5.399800576873547,2.7907385559923035,0.0,0.0,0.0,0.0,0.0
avg_weekday,5,0.6055215407977089,0.7633350744214519,1.0013048325923046,1.294068988707692,1.6805935735823805,2.205724074666666,2.719763295095786,3.2622958793409995,3.9717599014131277,4.520190984965508,5.211631743206901,5.95207517322986,6.816436545977127,7.539621505230751,8.43138060646152,9.926712895655154,9.460161588030688,8.526982149298862,7.744108035524918,6.951447475592285,6.197072218461544,5.058731148057483,3.963891018045972,2.7486537274482714,1.4665081107615328,0.0,0.0,0.0,0.0,0.0
avg_weekday,6,0.4523015101984715,0.574265411620688,0.7569008915846178,0.9830728357076923,1.2804774114099573,1.691044200931031,2.0829629018773943,2.495784481996159,3.0278820145907295,3.4479124567586212,3.9691924093908124,4.52548992249423,5.162814107335877,5.71129273455001,6.371967412907697,7.480075697632173,7.100694142191589,6.397103821222216,5.7973614190613025,5.18972228859233,4.605377072676928,3.757107395436778,2.9365146210115056,2.0313912806283474,1.0780843643538456,0.0,0.0,0.0,0.0,0.0
avg_weekday,7,0.4009263833702276,0.5131469949808428,0.676581993388463,0.8787584304923088,1.1399745296934878,1.4950287213218338,1.8422032872873555,2.2095751926551754,2.665669427258678,3.055827759275867,3.5232352748850566,4.024660459229885,4.5834573957977,5.106531633384597,5.712126040323045,6.643881735080451,6.299167840122586,5.734576147754775,5.224950526310325,4.696049854896169,4.161576728876909,3.433332532356326,2.696570609172419,1.8758490364329496,0.9929222732461525,0.0,0.0,0.0,0.0,0.0
avg_weekday,8,0.4625016987137394,0.5977260710651325,0.7902729598153855,1.0287000557538475,1.3324214985363956,1.7284654701379336,2.133507385812254,2.566674814697321,3.089776684868724,3.574530723022976,4.140145712896564,4.753256065000009,5.4182478712061055,6.101349589419228,6.866256515569244,7.882682873068947,7.454950483819922,6.846715992114941,6.261023029053671,5.643578193503854,4.989292254723075,4.153267884011493,3.2717729900229844,2.283676262172414,1.2043793958500018,0.0,0.0,0.0,0.0,0.0
avg_weekday,9,0.7486475159427487,0.9897329593563201,1.3026618192346198,1.690587768015388,2.1557994984559357,2.899157030126439,3.5846415494291093,4.322117837283529,5.046301783795391,5.9698281024137785,6.91069841875864,7.930512369367853,8.92016508052672,10.189561901753853,11.424727202569231,13.407356218758688,12.416109588739465,11.67796468694257,10.712877266302666,9.60306052830767,8.28848508847693,7.0496369531609355,5.55007050572413,3.88478182003067,1.9991230965423037,0.0,0.0,0.0,0.0,0.0
