Load Profile, Charger Assignment
BaseCase_Monterey_Residential L1_e19controlled_load,Residential L1
BaseCase_Monterey_Residential L2_e19controlled_load,Residential L2
BaseCase_Monterey_Residential MUD_e19controlled_load,Residential L2
BaseCase_Monterey_Public L2_e19controlled_load,Public L2
BaseCase_Monterey_Work_e19controlled_load,Workplace L2
BaseCase_Monterey_Fast_e19controlled_load,DCFC
