year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,1,766,9833,0.0,0.0,0.7,0.1,0.1,0.1,9833,3244.8900000000003,4916.5,7374.75
2012,3,776,9833,0.0,0.0,2.0999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004,9833,3244.8900000000003,4916.5,7374.75
2013,6,787,9833,0.0,0.0,4.199999999999999,0.6000000000000001,0.6000000000000001,0.6000000000000001,9833,3244.8900000000003,4916.5,7374.75
2014,9,798,9833,0.0,0.0,6.3,0.9,0.9,0.9,9833,3244.8900000000003,4916.5,7374.75
2015,10,809,9833,0.0,0.0,7.0,1.0,1.0,1.0,9833,3244.8900000000003,4916.5,7374.75
2016,11,820,9833,15603.57,0.0,7.699999999999999,1.1,1.1,1.1,9833,3244.8900000000003,4916.5,7374.75
2017,15,832,9833,11258.79,0.0,10.5,1.5,1.5,1.5,9833,3244.8900000000003,4916.5,7374.75
2018,24,843,9833,6914.0,29.9,16.799999999999997,2.4000000000000004,2.4000000000000004,2.4000000000000004,9833,3244.8900000000003,4916.5,7374.75
2019,25,855,9833,5377.16,31.0,17.5,2.5,2.5,2.5,9833,3244.8900000000003,4916.5,7374.75
2020,33,866,9833,3840.32,32.1,23.099999999999998,3.3000000000000003,3.3000000000000003,3.3000000000000003,9833,3244.8900000000003,4916.5,7374.75
2021,41,879,9833,2741.24,33.4,28.7,4.1000000000000005,4.1000000000000005,4.1000000000000005,9833,3244.8900000000003,4916.5,7374.75
2022,49,894,9833,1642.17,34.7,34.3,4.9,4.9,4.9,9833,3244.8900000000003,4916.5,7374.75
2023,57,907,9833,821.08,36.6,39.9,5.7,5.7,5.7,9833,3244.8900000000003,4916.5,7374.75
2024,64,921,9833,0.0,37.5,44.8,6.4,6.4,6.4,9833,3244.8900000000003,4916.5,7374.75
2025,71,934,9833,0.0,39.6,49.699999999999996,7.1000000000000005,7.1000000000000005,7.1000000000000005,9833,3244.8900000000003,4916.5,7374.75
2026,77,946,9833,0.0,39.6,53.9,7.7,7.7,7.7,9833,3244.8900000000003,4916.5,7374.75
2027,82,960,9833,0.0,39.5,57.4,8.200000000000001,8.200000000000001,8.200000000000001,9833,3244.8900000000003,4916.5,7374.75
2028,88,973,9833,0.0,39.4,61.599999999999994,8.8,8.8,8.8,9833,3244.8900000000003,4916.5,7374.75
2029,94,986,9833,0.0,39.3,65.8,9.4,9.4,9.4,9833,3244.8900000000003,4916.5,7374.75
2030,100,995,9833,0.0,39.2,70.0,10.0,10.0,10.0,9833,3244.8900000000003,4916.5,7374.75
2031,109,1009,9833,0.0,39.1,76.3,10.9,10.9,10.9,9833,3244.8900000000003,4916.5,7374.75
2032,116,1023,9833,0.0,39.0,81.19999999999999,11.600000000000001,11.600000000000001,11.600000000000001,9833,3244.8900000000003,4916.5,7374.75
2033,122,1037,9833,0.0,39.0,85.39999999999999,12.200000000000001,12.200000000000001,12.200000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,129,1052,9833,0.0,38.9,90.3,12.9,12.9,12.9,9833,3244.8900000000003,4916.5,7374.75
2035,136,1067,9833,0.0,38.8,95.19999999999999,13.600000000000001,13.600000000000001,13.600000000000001,9833,3244.8900000000003,4916.5,7374.75
2036,143,1081,9833,0.0,38.7,100.1,14.3,14.3,14.3,9833,3244.8900000000003,4916.5,7374.75
2037,149,1096,9833,0.0,38.6,104.3,14.9,14.9,14.9,9833,3244.8900000000003,4916.5,7374.75
2038,156,1112,9833,0.0,38.6,109.19999999999999,15.600000000000001,15.600000000000001,15.600000000000001,9833,3244.8900000000003,4916.5,7374.75
2039,163,1127,9833,0.0,38.5,114.1,16.3,16.3,16.3,9833,3244.8900000000003,4916.5,7374.75
2040,170,1143,9833,0.0,38.4,118.99999999999999,17.0,17.0,17.0,9833,3244.8900000000003,4916.5,7374.75
