Load Profile, Charger Assignment
Alpine_Residential_L2,Residential L2
Alpine_Residential_MUD,Residential L2
Alpine_Public_L2,Public L2
Alpine_Workplace_L2,Workplace L2
Alpine_Public_DCFC,DCFC
