Load Profile, Charger Assignment
BaseCase_Glenn_Residential L1_uncontrolled_load,Residential L1
BaseCase_Glenn_Residential L2_uncontrolled_load,Residential L2
BaseCase_Glenn_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Glenn_Public L2_uncontrolled_load,Public L2
BaseCase_Glenn_Work_uncontrolled_load,Workplace L2
BaseCase_Glenn_Fast_uncontrolled_load,DCFC
