Load Profile, Charger Assignment
Sutter_Residential_L2,Residential L2
Sutter_Residential_MUD,Residential L2
Sutter_Public_L2,Public L2
Sutter_Workplace_L2,Workplace L2
Sutter_Public_DCFC,DCFC
