Load Profile, Charger Assignment
BaseCase_Placer_Residential L1_uncontrolled_load,Residential L1
BaseCase_Placer_Residential L2_uncontrolled_load,Residential L2
BaseCase_Placer_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Placer_Public L2_uncontrolled_load,Public L2
BaseCase_Placer_Work_uncontrolled_load,Workplace L2
BaseCase_Placer_Fast_uncontrolled_load,DCFC
