Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,100968850.72309844,121929732.83556625,142890477.87586272,163687280.00775772,184534204.2039169,205701940.30160713,301802992.9276396,397831437.77570844,493415664.01445407,588649271.259448,757630033.1740361,746259546.1133914,725559865.0474223,704604111.434596,682945516.248519,661268366.8510891,639608990.0562406,543917110.2780358,448035433.5720555,352148087.46226394
Utility Bills (res),88582846.44639759,106972857.87447825,125362901.81621018,143571823.3750811,161853313.27281436,180468976.0587786,264781427.11982778,349030255.8816606,432797244.3017844,516194592.26591325,666722624.4699234,656857412.5168554,638693711.4880713,620305007.4086124,601166702.9396149,582041098.295713,563053884.0362831,479079986.9053976,394933944.16044265,310783497.38694084
Utility Bills (work),6211598.110126062,7500682.2278193,8789606.830642339,10091025.540199747,11380796.422711391,12659908.25377502,18565843.561782166,24473170.945238348,30410449.891304076,36346916.903096676,45568403.70697679,44792017.36644649,43500291.05309228,42205635.55278012,40965583.488853276,39694690.314181365,38329921.24967081,32412501.46491119,26505174.081455033,20596588.573139165
Utility Bills (pub L2),2016506.5677166528,2435124.2018984947,2853737.6482004253,3271273.9310114076,3689308.031658255,4109521.1397652486,6027469.717124815,7945305.38101136,9860319.432954462,11772054.233808,14802368.708123859,14566859.622016566,14149762.776180238,13740555.332902463,13327833.087496156,12914040.770877339,12500730.801553763,10627709.948606584,8753856.409930723,6879947.751450382
Utility Bills (DCFC),4157899.5988581334,5021068.531370199,5884231.580809775,6753157.161465474,7610786.476732909,8463534.84928824,12428252.52890481,16382705.567798145,20347650.388411112,24335707.856630158,30536636.28901212,30043256.608072996,29216099.73007849,28352913.140301023,27485396.73255461,26618537.470317427,25724453.968732864,21796911.959120438,17842458.92022713,13888053.750733593
Incremental upfront vehicle cost,76047471.44852822,95050027.10341887,56940765.13126227,28470209.195136208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,84355200.10797635,147841722.93993157,147977326.69904816,148113337.26944202,148249755.8715471,148386583.72945836,680424263.0797074,681054871.9406796,681687372.6282349,682321770.817853,709477921.4599692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),43565233.41460141,76345431.14660071,76408031.76490939,76470820.18507299,76533796.9704971,76596962.68627736,351199824.96213543,351490941.5570218,351782931.50169283,352075797.4161979,364612262.71889615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),17528772.367154438,30710721.04899996,30728496.533211093,30746325.343874816,30764207.640970547,30782143.58495752,141103007.8287545,141185670.56557408,141268581.2906041,141351740.74780935,144911477.80906928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),10517263.420292655,18426432.629399993,18437097.919926647,18447795.206324894,18458524.584582333,18469286.150974523,84661804.6972527,84711402.33934444,84761148.77436243,84811044.44868565,86946886.6854415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),12743930.905927842,22359138.11493091,22403700.48100102,22448396.534169342,22493226.675497133,22538191.307248943,103459625.5915646,103666857.47873922,103874711.0615755,104083188.20516019,113007294.24656227,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),181071126.99368152,230679925.68420136,274563307.5565541,316383288.598432,394758522.8253451,432689885.65509987,613951243.6262757,804714559.8322254,1009403433.4605485,1238038698.3618643,1249788683.7123833,1215425317.1509166,1175743195.839561,1135036082.4574983,1097991969.6111128,1062792939.122873,869300071.9107519,677659583.060638,469164549.4135838,253942448.47242117
Avoided vehicle gasoline (gallons),62438319.65299363,74896079.76759784,86887122.64447914,98255679.68895403,109351391.36436152,119858694.08728528,169599791.05698222,221075428.52533665,274294411.2664534,329265611.2664533,330631926.9080379,318174166.79343367,306183123.91655236,294814566.87207747,283718855.19667,273211552.47374624,223470455.50404933,171994818.03569493,118775835.29457818,63804635.29457819
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
