year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,21612,310.9678247541789,0,12000,12000,0,5377.16,5377.16,31.0
2020,21897,352.7956836556391,0,12000,12000,0,3840.32,3840.32,32.1
2021,22215,426.0365469245113,0,12000,12000,0,2741.24,2741.24,33.4
2022,22600,499.2774101933835,0,12000,12000,0,1642.17,1642.17,34.7
2023,22918,572.5182734622557,0,12000,12000,0,821.08,821.08,36.6
2024,23270,645.7591367311279,0,12000,12000,0,0.0,0.0,37.5
2025,23610,719.0,0,12000,12000,0,0.0,0.0,39.6
2026,23907,1055.0,0,12400,12400,0,0.0,0.0,39.6
2027,24258,1391.0,0,12800,12800,0,0.0,0.0,39.5
2028,24587,1727.0,0,13200,13200,0,0.0,0.0,39.4
2029,24917,2063.0,0,13600,13600,0,0.0,0.0,39.3
2030,25158,2399.0,0,14000,14000,0,0.0,0.0,39.2
