Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,39536930.01861413,47739194.00022432,55947277.65797848,64279531.68537821,72527640.19533765,80577342.10282794,128916313.45857546,177247742.61757857,225956885.83132613,275004514.19780517,358782067.2793378,353365911.3562603,345132322.84684575,336917814.9804775,329334867.83715403,321719976.1171012,311597815.99463236,263167586.37630105,214859711.18398234,166640267.3876186
Utility Bills (res),34212593.91220283,41313733.185730755,48417075.12899799,55507913.67902376,62608524.43223657,69726118.3309977,111560173.11779717,153391067.855928,195192276.62350267,236973421.9917121,311117904.2876409,307068920.30813086,299954879.5479098,292855863.6206139,285696732.5758335,278548679.36108583,270916170.77745616,229080380.0676028,187233417.23476616,145391459.81530708
Utility Bills (work),3061222.9873804203,3694159.8188390173,4328631.112886512,5098407.793302781,5775159.762883645,6237937.549406717,9977919.538819958,13715805.272177432,17850753.929146897,22341927.93621835,27643939.756461985,26556655.845575258,25917462.68895784,25268073.8222805,25306737.244894788,25307041.075979818,23467517.012028385,19622428.214042716,15876216.549817678,12133851.788323961
Utility Bills (pub L2),968946.7100812823,1169464.7832972815,1370746.3517898167,1574252.8939794872,1776279.3846724022,1975060.4101194672,3158969.428165303,4342029.589130157,5533709.699302699,6731026.442872484,8828134.066057324,8695890.30448897,8490323.190095419,8288992.070810634,8106906.5336746685,7922733.2053517625,7687066.845266992,6497342.445622037,5310861.270335432,4127292.6746720723
Utility Bills (DCFC),1294166.4089496003,1561836.2123572675,1830825.0643041641,2098957.319072179,2367676.615545031,2638225.812304056,4219251.3737930395,5798839.9003429655,7380145.579373861,8958137.82700223,11192089.169177603,11044444.898065232,10769657.419882694,10504885.46677251,10224491.482751062,9941522.474683816,9527061.359880816,7967435.6490334645,6439216.129063078,4987663.109315472
Incremental upfront vehicle cost,19274096.285198096,24090260.194146622,14431535.57624351,7215723.84767839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,21379675.3273873,37470221.54237535,37504590.07376849,37539061.710755795,37573636.76265409,37608315.53970806,221724521.65430987,221930013.2213172,222136121.26302564,222342847.6288591,229271602.76674032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),11041530.869155645,19349613.640349638,19365479.65563998,19381393.2689762,19397354.623152424,19413363.861391183,114442734.3645224,114537598.24761595,114632746.7223588,114728180.64252587,117926796.65853167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),4442636.157791578,7783577.589255139,7788082.754090676,7792601.434420702,7797133.6707917405,7801679.503871869,45980131.239308834,46007067.89747119,46034085.36560807,46061183.88614931,46969432.878348514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),2665581.694674948,4670146.553553085,4672849.652454398,4675560.860652425,4678280.202475042,4681007.702323126,27588078.743585296,27604240.73848271,27620451.219364833,27636710.331689592,28181659.72700909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),3229926.60576513,5666883.759217486,5678178.011583433,5689506.14670647,5700868.26623488,5712264.472121884,33713577.30689334,33781106.33774737,33848837.955693945,33916772.76849435,36193713.50285103,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),45892154.85629519,58465416.58796573,69587581.61748049,80186781.37906456,100050844.99736531,109664481.39426124,168643905.04030707,230632862.9374876,296986044.27684647,370795270.8342532,389605610.8331425,381667164.50065184,371995245.3630504,361870821.86928445,352867501.28185844,344331813.53412634,281279809.43311626,218805818.7735113,150860054.9632918,80711951.82779865
Avoided vehicle gasoline (gallons),15824880.984929377,18982278.112975884,22021386.587810278,24902727.136355452,27714915.511735544,30377972.685390927,46586714.099532336,63360676.63117791,80702729.4230561,98615763.5197482,103070267.41617528,99912870.28812876,96873761.81329438,93992421.2647492,91180232.8893691,88517175.71571371,72308434.30157231,55534471.76992673,38192418.978048556,20279384.881356444
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,1269776.049952899,3570012.058891014,5970843.8806142295,8475584.416656764,11087643.647846952,13810531.302351844,29037107.05345482,44926967.840455994,61501928.542271346,78784442.8625318,108532696.990947,108095700.22451012,107586945.77500641,107003487.8108159,106342285.61444588,105600200.83333516,89372818.59824815,72380321.047614,54596897.16055035,35995970.54706888
Federal EV Tax Credit,37641582.50848515,64491844.46963882,63103566.01725911,61745172.22823788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,5018.87766779802,8788.088673062783,8788.088673062783,8788.088673062783,8788.088673062783,8788.088673062783,51763.399999999994,51763.399999999994,51763.399999999994,51763.399999999994,56782.277667798044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,788709.7915467485,1097689.902047244,1234273.753930456,1377085.8486764366,1526348.2847959127,2223260.5960094854,6255860.169651566,8940534.522287242,10914449.201531947,12981817.738153964,16631043.51183949,14098175.15717542,14106561.197569776,14106783.936143901,14098435.139859198,14081091.375025136,14054313.534969306,12142422.960372815,10127625.107876338,8006002.796893832
Distribution Cost,536227.0933885447,785656.8290340034,860041.5975162382,937914.5491876407,1019403.6043534798,1645611.213725424,5309992.594269303,7609532.439665149,9180806.237925371,10827419.103047492,13783578.87423081,11222687.512737563,11232971.317623198,11236755.136785517,11233707.54427821,11223484.59143001,11205729.427423796,9684651.536728214,8080516.172169205,6390121.130930057
Transmission Cost,252482.69815820377,312033.07301324053,374232.1564142179,439171.299488796,506944.68044243293,577649.3822840613,945867.5753822629,1331002.0826220938,1733642.9636065762,2154398.635106473,2847464.63760868,2875487.644437857,2873589.8799465783,2870028.799358385,2864727.5955809876,2857606.783595126,2848584.1075455095,2457771.4236446004,2047108.9357071323,1615881.6659637757
Cumulative personal light-duty EV population,42331.55663468609,51119.64530774887,59907.73398081165,68695.82265387443,77483.91132693722,86272.0,138035.4,189798.8,241562.19999999998,293325.6,345089.0,336300.9113269372,327512.8226538744,318724.7339808116,309936.6453077488,301148.556634686,249385.15663468602,197621.75663468603,145858.35663468603,94094.95663468604
Cumulative personal light-duty LDV population,705637.0,715896.0,728287.0,738550.0,749872.0,760841.0,770394.0,781717.0,792332.0,802952.0,810732.0,800473.0,788082.0,777819.0,766497.0,755528.0,745975.0,734652.0,724037.0,713417.0
EV sales as % of total personal light-duty vehicles,0.007112548899502181,0.012275649917114752,0.012066793273891725,0.011899111330394398,0.011719451683837753,0.011550493037392546,0.06719081405099209,0.06621756978548501,0.06533044228934334,0.06446636909802826
Peak Demand 5-9 PM,21.820417030265542,26.353626866961292,30.887987528344432,35.693531059935246,40.52524316393297,44.47566260249159,71.16116326965857,97.84666393682485,124.70066216274925,158.6198904181361,200.04283899403106,196.4758020288551,191.93149953986756,187.42811879621044,183.6905849417795,183.1440665370671,173.59046611239793,147.13775669227587,120.4522560251098,93.76841064123437
Energy Supply Cost,10615879.884025177,13212415.256496722,15129390.870964231,17292056.27480389,20117859.515012108,24607686.935170628,42312184.33106707,62317377.966921926,84099913.15144725,106594262.8949911,147106435.9870461,148650967.62253892,150029013.52386558,151241652.23047605,152382165.60858193,153373046.76430646,154313992.44662946,134686108.61712632,113765820.51830296,91378910.7420162
Energy Cost,6289226.743150163,8366902.546144223,9988006.149267124,12181608.854889566,14868104.00958294,18886595.447259188,33208225.113700937,50972770.23631103,70880696.89944173,91119853.04895905,128398567.8839062,131209034.66414377,132626502.16196138,133887582.10748641,134995310.8738355,135939931.5218829,136652804.8494474,119191706.55002937,100451240.43037301,80433558.32489508
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,4326653.140874947,4845512.710352476,5141384.7216970725,5110447.4199143965,5249755.505429144,5721091.487911532,9103959.217366235,11344607.730610898,13219216.252005743,15474409.846032165,18707868.103139993,17441932.958395682,17402511.36190367,17354070.12298978,17386854.734745882,17433115.24242355,17661187.597181804,15494402.06709697,13314580.087929778,10945352.417121116
