,Residential L1,Residential L2,Residential MUD,Work,Public L2,Fast
0,262.1102779000351,653.4000000000012,435.6000000000005,41.614897814631355,0.0,0.0
1,247.8000000000007,653.4000000000012,435.6000000000005,41.46393691806953,0.0,0.0
2,247.8000000000007,652.9301805812108,435.6000000000005,41.30219732521807,0.0,0.0
3,247.8000000000007,634.2491368741289,435.6000000000005,41.12989275233669,0.0,0.0
4,247.8000000000007,627.0000000000011,435.6000000000005,40.947236915685075,0.0,0.0
5,247.8000000000007,627.0000000000011,433.4681884833127,40.75444353152296,0.0,0.0
6,246.50454229204178,627.0000000000011,429.00000000000045,40.551726316110035,0.0,0.0
7,247.8000000000007,627.0000000000011,429.00000000000045,40.33929898570603,0.0,0.0
8,247.8000000000007,627.0000000000011,425.14804499134334,40.11737525657065,0.0,0.0
9,249.2000000000007,626.4586141055536,422.40000000000043,39.886168844963585,0.0,0.0
10,249.2000000000007,620.4000000000011,422.40000000000043,39.64589346714458,0.0,0.0
11,250.6000000000007,620.4000000000011,422.40000000000043,39.3967628393733,0.0,0.0
12,250.6000000000007,614.8279851541796,422.40000000000043,39.13899067790949,0.0,87.71208277483748
13,252.0000000000007,613.8000000000011,422.40000000000043,38.87279069901284,0.0,0.0
14,253.40000000000072,613.8000000000011,422.40000000000043,38.59837661894307,0.0,0.0
15,253.40000000000072,613.8000000000011,422.40000000000043,38.315962153959894,0.0,0.0
16,253.40000000000072,613.8000000000011,422.40000000000043,38.02576102032299,0.0,0.0
17,253.40000000000072,620.4000000000011,422.40000000000043,37.727986934292105,0.0,0.0
18,253.40000000000072,620.4000000000011,422.40000000000043,37.42285361212693,0.0,0.0
19,253.40000000000072,618.0546098940174,422.40000000000043,37.11057477008717,0.0,0.0
20,253.40000000000072,620.4000000000011,422.40000000000043,36.791364124432555,0.0,0.0
21,253.40000000000072,615.0293966890639,422.40000000000043,36.46543539142277,0.0,0.0
22,252.25376628739295,598.6325092794553,422.40000000000043,36.133002287317545,0.0,0.0
