Load Profile, Charger Assignment
BaseCase_Plumas_Residential L1_uncontrolled_load,Residential L1
BaseCase_Plumas_Residential L2_uncontrolled_load,Residential L2
BaseCase_Plumas_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Plumas_Public L2_uncontrolled_load,Public L2
BaseCase_Plumas_Work_uncontrolled_load,Workplace L2
BaseCase_Plumas_Fast_uncontrolled_load,DCFC
