Load Profile, Charger Assignment
Equity_Kern_Residential L1_uncontrolled_load,Residential L1
Equity_Kern_Residential L2_uncontrolled_load,Residential L2
Equity_Kern_Residential MUD_uncontrolled_load,Residential L2
Equity_Kern_Public L2_uncontrolled_load,Public L2
Equity_Kern_Work_uncontrolled_load,Workplace L2
Equity_Kern_Fast_uncontrolled_load,DCFC
