Timestep,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,0.03782395983452026,0.04114715942356296,0.04291104388387146,0.041528306234533144,0.04179026312780405,0.037470432270145904,0.035645368487394365,0.037833208097063996,0.040163564506758814,0.04276637222831911,0.04290223242586945,0.04362646396451057,0.04628894545785746,0.04820917948392579,0.04965414391882825,0.05111266025204704,0.05290802637674437,0.05425726166735602,0.05554610596442756,0.056964757187817364,0.05875397448350945,0,0,0,0,0,0,0,0,0,0
1,0.0361452080561082,0.039320913114051295,0.04100651057882543,0.039685143375576326,0.0399354737600848,0.03580737120814772,0.03406330976054073,0.03615404585033347,0.03838097337568554,0.0408682599273167,0.04099809020231925,0.041690177962551235,0.044234489767650265,0.046069497490065295,0.04745032964940887,0.048844112229235744,0.050559794098558354,0.05184914588798399,0.0530807870348494,0.054436473849577845,0.05614627979515614,0,0,0,0,0,0,0,0,0,0
2,0.033986271150164796,0.03697229278336893,0.038557210275029716,0.03731476773634389,0.0375501460003678,0.03366861314411657,0.03202872369683743,0.03399458106694391,0.036088495219848846,0.03842721727231774,0.038549292843798426,0.03920004251557904,0.041592383728954546,0.043317787271239694,0.04461614295112597,0.04592667552874568,0.04753988049709732,0.04875221988812665,0.04991029566713698,0.051185007922452876,0.05279268793332412,0,0,0,0,0,0,0,0,0,0
3,0.032588806461400076,0.03545204734664122,0.03697179539916538,0.03578044024126225,0.036006140102762305,0.03228421007792864,0.030711750434464252,0.03259677468681758,0.034604590218398006,0.03684714751449456,0.036964203520876406,0.03758819533847761,0.03988216705569988,0.04153662458235535,0.04278159381663595,0.044038239252809384,0.04558511164324897,0.04674760144994827,0.04785805888327631,0.04908035687527782,0.05062193148623332,0,0,0,0,0,0,0,0,0,0
4,0.03258275203040913,0.03544546097550787,0.03696492668539028,0.0357737928604653,0.035999450790873536,0.03227821223562515,0.030706044727695368,0.03259071877546953,0.034598161289996064,0.03684030195811912,0.036957336217539646,0.0375812121083608,0.03987475764570831,0.04152890780305486,0.042773645743798404,0.044030057717200435,0.045576642725770056,0.04673891656216926,0.04784916769190325,0.04907123860228852,0.05061252681560899,0,0,0,0,0,0,0,0,0,0
5,0.033953980851546356,0.036937165470657604,0.038520577134895755,0.03727931503876017,0.03751446967029437,0.03363662465183124,0.03199829326073662,0.03396228287308756,0.03605420760170477,0.038390707638315376,0.038512667226002495,0.03916279862162286,0.0415528668756662,0.0432766311149701,0.04457375322932543,0.04588304067216424,0.04749471293720965,0.04870590048663826,0.0498628759798137,0.05113637713317628,0.05274252968999395,0,0,0,0,0,0,0,0,0,0
6,0.03579385146200704,0.03893868645520194,0.04060789873875569,0.039299376144932244,0.039547273143771336,0.035459298623480774,0.03373219066772209,0.03580260334671765,0.03800788358567412,0.04047099197985836,0.04059956021417312,0.04128492039940049,0.043804499721876,0.04562166989131588,0.04698907940044871,0.04836931344295892,0.05006831768969791,0.051345136081816,0.052564804819009665,0.053907313413788446,0.05560049885485392,0,0,0,0,0,0,0,0,0,0
7,0.03511793966520596,0.03820338928957153,0.03984108106812968,0.03855726790962604,0.038800483755164684,0.0347897043421461,0.033095210162049,0.03512652628404327,0.03729016319969477,0.03970675958266958,0.0398329000037506,0.04050531821667461,0.04297731916137072,0.04476017486885268,0.04610176295389928,0.047455933400747816,0.049122854567117416,0.05037556220897099,0.05157219937917801,0.05288935676531468,0.05455056900520052,0,0,0,0,0,0,0,0,0,0
8,0.03093400627811707,0.03365185701084396,0.035094435027735196,0.033963574712930655,0.034177813946910655,0.03064487674372436,0.029152263734388534,0.030941569891573754,0.03284743221067335,0.034976116535417025,0.03508722865118585,0.035679535301815474,0.03785702331710772,0.039427470506606915,0.04060922247272797,0.041802057744495275,0.04327038277486976,0.044373843468383564,0.04542791389759177,0.04658814582578743,0.04805144208826229,0,0,0,0,0,0,0,0,0,0
9,0.026307079268155543,0.02861840984790782,0.0298452155160667,0.0,0.0,0.02606119603170536,0.024791839311458782,0.026313511560726057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
