Load Profile, Charger Assignment
Tulare_Residential_L2,Residential L2
Tulare_Residential_MUD,Residential L2
Tulare_Public_L2,Public L2
Tulare_Workplace_L2,Workplace L2
Tulare_Public_DCFC,DCFC
