Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
CO2 emissions from EVs (metric tons),7628.922844577013,9303.010401569278,10907.556323352375,12749.261438717602,14931.270438961325,17044.947670953963,24988.369328129364,33475.33908677505,41690.247454568336,50008.09831478617,66634.3851208691,65605.46315385564,63803.813844530945,62002.1645352064,60200.515225881594,58398.86591655652,56597.21660723172,48343.11127066248,40089.00593409342,31834.900597524338
NOX emissions from EVs (metric tons),1.0875153989110617,1.3749373924489647,1.6240151457408116,1.9429994360158052,2.313701708866347,2.679333061010886,3.946837842511051,5.314288475214841,6.687649675557251,8.117481250476892,10.92564499656466,10.756902767844776,10.461433986368826,10.165965204892785,9.87049642341687,9.575027641940927,9.27955886046496,7.925893397742872,6.572227935020715,5.21856247229854
PM 10 emissions from EVs (metric tons),0.5277505248419746,0.637418939249373,0.7458559576710603,0.8661543680851979,1.0095904222701984,1.147711532348552,1.6802026800556555,2.2474672927590094,2.790284665771306,3.3349614608471936,4.429978320633348,4.361578199022971,4.241809124391606,4.122040049760235,4.002270975128845,3.8825019004974854,3.7627328258661126,3.214020846817746,2.6653088677694234,2.1165968887210567
SO2 emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOC emissions from EVs (metric tons),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
