Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,4862693.241333703,5871502.114961787,6881028.031956467,7904952.592287549,8919103.783192048,9910326.584463067,14534443.705161512,19157836.30101154,23818939.874208752,28511722.732418235,36966105.89752649,36312684.68582334,35307555.80614285,34304156.87362356,33369124.98010566,32430396.067146488,31233588.296303652,26631574.77819842,22043821.024045233,17458700.171254624
Utility Bills (res),4186589.7597176107,5055546.252504586,5924775.924655705,6792889.654348318,7661889.448879098,8532388.324798377,12514095.376715247,16495493.93346434,20474849.09918706,24452871.135614283,31934077.183647085,31435174.413087904,30564865.322218336,29696085.120576102,28823089.321470834,27951150.17237649,27030376.463555273,23048695.698967453,19066398.88646445,15085108.850921603
Utility Bills (work),364746.76979910914,440163.0604968807,515761.77789131354,607369.9316426083,687970.7302049041,743255.5712522079,1089817.8499757887,1436186.4636416566,1822848.3185823245,2243735.301926693,2873255.0324381916,2753766.2161093475,2677805.5993615272,2600774.746957257,2595324.8862914317,2585403.6660957104,2385076.234293478,2029562.288724424,1685197.2168392541,1341203.3684565416
Utility Bills (pub L2),119183.43249444808,143852.46866324078,168607.55565124482,193696.29505960044,218562.59832600527,242932.80323891144,356188.40768227703,469369.1651961015,583589.3000348101,698506.5995547719,951962.1110195828,935794.5586825025,910641.8959910271,885855.7606004811,863254.016163048,840427.319521766,811860.47210454,697996.3956051216,587915.1296576353,478615.49444757233
Utility Bills (DCFC),192173.27932253457,231940.33329707963,271882.7737582037,310996.7112370214,350681.0057820413,391749.8851735717,574342.0707881985,756786.7387094394,937653.156404555,1116609.6953224884,1206811.5704216254,1187949.497943587,1154242.9885719586,1121441.2454897186,1087456.756180349,1053414.909152521,1006275.1263503621,855320.3949014237,704309.791083892,553772.4574289075
Incremental upfront vehicle cost,2371952.4325383473,2964650.0890353136,1776006.2733329157,887997.7291682296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,2631073.9631731175,4611245.156196668,4615474.694144101,4619716.92070538,4623971.87394634,4628239.592047014,21223502.7044741,21243172.386454187,21262901.07748021,21282688.95457932,22129701.382524025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),1358817.8463212347,2381245.9201084017,2383198.4595689173,2385156.8566478165,2387121.12891795,2389091.2940048906,10954474.787771583,10963555.172134897,10972662.7976513,10981797.746044254,11372815.679838402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),546729.7395130898,957880.2307251692,958434.6555102539,958990.7435696946,959548.4998933128,960107.9294859006,4401224.69282403,4403803.073569167,4406389.189456541,4408983.06369158,4520012.847361521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),328037.8437078539,574728.1384351013,575060.7933061525,575394.4461418164,575729.0999359881,576064.7576915402,2640734.815694417,2642281.844141502,2643833.513673926,2645389.8382149446,2712007.708416915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),397488.53363093897,697390.8669279958,698780.7857587778,700174.8743460526,701573.1451990887,702975.6108646829,3227068.4081840683,3233532.2966086203,3240015.5766984457,3246518.30662854,3524865.1469071833,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),5647684.162987831,7195003.3372870935,8563744.367034381,9868127.062100431,12312683.389014136,13495778.45607928,19149603.853632428,25099808.88640653,31484371.185431585,38615853.548739165,38982592.88226301,37910797.399148956,36673101.58721117,35403432.77189329,34248017.54701984,33150151.21238922,27114804.42451043,21137235.822345898,14633947.791438146,7920831.790317943
Avoided vehicle gasoline (gallons),1947477.2975820107,2336040.0445737317,2710045.685770374,3064635.7335715625,3410715.6202255227,3738442.7856175294,5289945.81592056,6895551.891869926,8555535.648215104,10270173.816154033,10312855.25985794,9924292.51286622,9550286.871669576,9195696.823868388,8849616.937214429,8521889.77182242,6970386.741519391,5364780.665570024,3704796.909224847,1990158.7412859155
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,156264.05232694198,439340.89889240894,734797.4949054301,1043041.5401479607,1364492.6813936282,1699582.8407486733,3165380.8443930866,4694851.36210293,6290086.538263323,7953239.754115514,11130695.789221346,11027949.494717753,10915295.106494015,10792346.397632994,10658704.942750543,10513959.768196812,8969602.093876045,7352203.925357357,5659298.950010411,3888347.689048327
Federal EV Tax Credit,4632333.567004209,7936641.236254579,7765793.773243229,7598624.04426931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,617.6444756005612,1081.499645793624,1081.499645793624,1081.499645793625,1081.499645793625,1081.4996457936231,4954.799999999999,4954.799999999999,4954.799999999999,4954.799999999999,5572.444475600564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,95916.36689335151,133669.44759348436,150194.24179166878,167472.59672769334,185531.38531565075,299665.5955593097,744067.6992014005,1097550.4460502206,1332373.6231888682,1578287.2076580697,2058805.4965431604,1810815.8441872476,1804233.9246817927,1796218.6541484615,1786703.1009657884,1775617.898666044,1762891.1606914734,1540516.3364740193,1306059.2750277997,1059057.9743350786
Distribution Cost,65409.10379247798,95966.76489891925,104976.09837043389,114407.91357195118,124277.70394828131,229868.72704604614,639302.1845640766,956217.9705870139,1152820.2187395908,1358801.5226783114,1766042.3347822223,1515866.9548253538,1510742.69456915,1504414.8038166696,1496826.304023086,1487918.1212169274,1477629.012170499,1291572.7913156806,1095290.241984795,888386.3321064304
Transmission Cost,30507.26310087354,37702.68269456511,45218.143421234905,53064.68315574216,61253.681367369434,69796.86851326354,104765.51463732388,141332.47546320673,179553.40444927724,219485.68497975828,292763.16176093806,294948.88936189376,293491.2301126428,291803.85033179197,289876.7969427022,287699.77744911663,285262.14852097444,248943.54515833867,210769.0330430046,170671.6422286483
Cumulative personal light-duty EV population,5209.501771031879,6291.001416825503,7372.501062619127,8454.000708412752,9535.500354206377,10617.0,15571.8,20526.6,25481.399999999998,30436.199999999997,35391.0,34309.50035420638,33228.00070841276,32146.501062619132,31065.001416825507,29983.501771031886,25028.701771031887,20073.901771031888,15119.101771031888,10164.301771031889
Cumulative personal light-duty LDV population,223479.0,226728.0,230652.0,233903.0,237488.0,240962.0,243988.0,247574.0,250936.0,254299.0,256763.0,253514.0,249590.0,246339.0,242754.0,239280.0,236254.0,232668.0,229306.0,225943.0
EV sales as % of total personal light-duty vehicles,0.002763769640997862,0.004770031252397692,0.004688880416357214,0.004623710024213563,0.004553912811567847,0.004488258089630826,0.020307556109316848,0.02001341013192015,0.01974527369528485,0.01948415054719051
Peak Demand 5-9 PM,2.716342429148176,3.2805147623058097,3.8447774060894053,4.430321045168551,5.0179182552046875,5.536356284748034,8.120093509921778,10.703830735095476,13.298902024088035,16.361084550180767,20.6547143323264,20.2404479698993,19.675175816941447,19.113804731471042,18.626433505987965,18.451227156620416,17.397756017641665,14.836908841672802,12.25317161649901,9.669969472278328
