Load Profile, Charger Assignment
Butte_Residential_L2,Residential L2
Butte_Residential_MUD,Residential L2
Butte_Public_L2,Public L2
Butte_Workplace_L2,Workplace L2
Butte_Public_DCFC,DCFC
