Load Profile, Charger Assignment
Sierra_Residential_L2,Residential L2
Sierra_Residential_MUD,Residential L2
Sierra_Public_L2,Public L2
Sierra_Workplace_L2,Workplace L2
Sierra_Public_DCFC,DCFC
