year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,3,2077,9833,0.0,0.0,2.0999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004,9833,3244.8900000000003,4916.5,7374.75
2012,8,2106,9833,0.0,0.0,5.6,0.8,0.8,0.8,9833,3244.8900000000003,4916.5,7374.75
2013,17,2135,9833,0.0,0.0,11.899999999999999,1.7000000000000002,1.7000000000000002,1.7000000000000002,9833,3244.8900000000003,4916.5,7374.75
2014,25,2165,9833,0.0,0.0,17.5,2.5,2.5,2.5,9833,3244.8900000000003,4916.5,7374.75
2015,26,2195,9833,15603.57,0.0,18.2,2.6,2.6,2.6,9833,3244.8900000000003,4916.5,7374.75
2016,31,2226,9833,11258.79,0.0,21.7,3.1,3.1,3.1,9833,3244.8900000000003,4916.5,7374.75
2017,41,2257,9833,6914.0,29.9,28.7,4.1000000000000005,4.1000000000000005,4.1000000000000005,9833,3244.8900000000003,4916.5,7374.75
2018,66,2288,9833,5377.16,31.0,46.199999999999996,6.6000000000000005,6.6000000000000005,6.6000000000000005,9833,3244.8900000000003,4916.5,7374.75
2019,67,2320,9833,3840.32,32.1,46.9,6.7,6.7,6.7,9833,3244.8900000000003,4916.5,7374.75
2020,89,2350,9833,2741.24,33.4,62.3,8.9,8.9,8.9,9833,3244.8900000000003,4916.5,7374.75
2021,111,2385,9833,1642.17,34.7,77.69999999999999,11.100000000000001,11.100000000000001,11.100000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,132,2426,9833,821.08,36.6,92.39999999999999,13.200000000000001,13.200000000000001,13.200000000000001,9833,3244.8900000000003,4916.5,7374.75
2023,155,2460,9833,0.0,37.5,108.5,15.5,15.5,15.5,9833,3244.8900000000003,4916.5,7374.75
2024,174,2498,9833,0.0,39.6,121.8,17.400000000000002,17.400000000000002,17.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2025,193,2534,9833,0.0,39.6,135.1,19.3,19.3,19.3,9833,3244.8900000000003,4916.5,7374.75
2026,208,2566,9833,0.0,39.5,145.6,20.8,20.8,20.8,9833,3244.8900000000003,4916.5,7374.75
2027,222,2604,9833,0.0,39.4,155.39999999999998,22.200000000000003,22.200000000000003,22.200000000000003,9833,3244.8900000000003,4916.5,7374.75
2028,238,2639,9833,0.0,39.3,166.6,23.8,23.8,23.8,9833,3244.8900000000003,4916.5,7374.75
2029,254,2675,9833,0.0,39.2,177.79999999999998,25.400000000000002,25.400000000000002,25.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2030,271,2700,9833,0.0,39.1,189.7,27.1,27.1,27.1,9833,3244.8900000000003,4916.5,7374.75
2031,295,2738,9833,0.0,39.0,206.5,29.5,29.5,29.5,9833,3244.8900000000003,4916.5,7374.75
2032,314,2776,9833,0.0,39.0,219.79999999999998,31.400000000000002,31.400000000000002,31.400000000000002,9833,3244.8900000000003,4916.5,7374.75
2033,332,2815,9833,0.0,38.9,232.39999999999998,33.2,33.2,33.2,9833,3244.8900000000003,4916.5,7374.75
2034,351,2854,9833,0.0,38.8,245.7,35.1,35.1,35.1,9833,3244.8900000000003,4916.5,7374.75
2035,369,2894,9833,0.0,38.7,258.3,36.9,36.9,36.9,9833,3244.8900000000003,4916.5,7374.75
2036,387,2934,9833,0.0,38.6,270.9,38.7,38.7,38.7,9833,3244.8900000000003,4916.5,7374.75
2037,406,2975,9833,0.0,38.6,284.2,40.6,40.6,40.6,9833,3244.8900000000003,4916.5,7374.75
2038,424,3016,9833,0.0,38.5,296.79999999999995,42.400000000000006,42.400000000000006,42.400000000000006,9833,3244.8900000000003,4916.5,7374.75
2039,442,3058,9833,0.0,38.4,309.4,44.2,44.2,44.2,9833,3244.8900000000003,4916.5,7374.75
2040,461,3101,9833,0.0,0.0,322.7,46.1,46.1,46.1,9833,3244.8900000000003,4916.5,7374.75
