Type,Hour,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044
avg_weekday,0,0.09933261774441078,0.13312421284561252,0.17231431088469948,0.22390452924766963,0.29288534791259696,0.37769222251044177,0.48145111735456686,0.6521642157656858,0.8029068495633135,0.9640425551869116,1.1342993245111552,1.327164582737383,1.5319499494633044,1.7529809408803874,1.9753806315593674,2.2376526605982123,2.504671613086071,2.986392214786423,2.7768481745976685,2.5838682711279732,2.3604980139832206,2.1132979108378254,1.8337117980755884,1.542829930863121,1.2108851548550146,0.8439377633779257,0.4370438467498653
avg_weekday,1,0.06994098919834973,0.09338071286970345,0.12076453743828422,0.1563730516174218,0.204498571936554,0.26375758112978337,0.3368943238533106,0.4630515587022646,0.5703755247968576,0.6849749192549408,0.807966252071791,0.9436275085052994,1.089328728890283,1.2465236005656795,1.4064490858020715,1.5906201878583128,1.7804208154441676,2.1500338371367245,1.9991567269997446,1.8538233855881439,1.6901320596142675,1.510813917563648,1.3109223017842542,1.0990114267870603,0.8610278098199952,0.5989248595987052,0.3103594961786855
avg_weekday,2,0.05270657356473976,0.07019133000957843,0.0907635060543157,0.11715839180558152,0.15314380864471103,0.19743740706873925,0.2524255515063826,0.3462527592402154,0.4263881425773329,0.5117489194759646,0.6044801665625991,0.7040135246576715,0.8118789464595091,0.9279237195252263,1.0473685511452286,1.1805409424274238,1.319157527906795,1.600013934199585,1.4880554611117969,1.3752602058309522,1.2515760947574461,1.11681471581766,0.9689590870503967,0.8092639847926684,0.632764742122907,0.4392312426251713,0.2276481597201803
avg_weekday,3,0.0393875302677407,0.05217492153811856,0.06722333754280475,0.08643963676444869,0.11270713629478875,0.14497935492112735,0.18505914834577736,0.2562711305750635,0.3155405240283975,0.37845851026317323,0.4466393013888831,0.5193321248506876,0.5980087333644039,0.6822965656019002,0.7691810154704215,0.8643083512306826,0.9631481377395519,1.1795346942035612,1.0939954210184235,1.0077704794017954,0.9142020685523238,0.8128045824357961,0.7029162670975854,0.5847015698085817,0.4555433711687614,0.3151019985003828,0.16284988749380214
avg_weekday,4,0.02966536938268394,0.039119609527792795,0.05025170898079694,0.06440575847542285,0.08374526057377912,0.10742837828185364,0.13681508102588721,0.18999058223462154,0.2340576888410427,0.2806842151562681,0.33084486925270773,0.3842431784400799,0.44186066784288974,0.5033706950744231,0.567189171788475,0.6355267163546591,0.7066890719152341,0.873206819178981,0.8112555332785969,0.748419294444464,0.6800728761512089,0.6053853547606105,0.5245413386310627,0.4368790745915734,0.34099756392873165,0.23633373868399513,0.12247447810784318
avg_weekday,5,0.01697930855783202,0.022408011126684852,0.029358030220877022,0.03683476647078755,0.04821962257798296,0.06217599100299396,0.08073495836928,0.10563991228262516,0.1301296195380081,0.15596889845783982,0.19050986333221245,0.21583245336028878,0.24872199114806612,0.28393226162822605,0.32624618103626557,0.35940187802312346,0.40178897179855444,0.47403374769829465,0.453099447489528,0.4055362696992197,0.3675598446934359,0.3291808352338975,0.2940358172808103,0.2384469641148589,0.18637328980674617,0.1289152691154793,0.0688540069136377
avg_weekday,6,0.015070708637836838,0.020057739989805454,0.02629443453923753,0.033510765031341004,0.04412139259153641,0.057232521488637764,0.07425252052297691,0.09756683736952812,0.12010422839448291,0.14389907455218703,0.1739119004924219,0.19859519027196676,0.22867568688754947,0.26084067530426613,0.2971818342087448,0.3297680121406515,0.3681144731128414,0.4295182831244395,0.40733766571143,0.36833427244315353,0.33442478631875366,0.29951796201146497,0.26525308379907847,0.21735811465828386,0.17007532769226422,0.11785916236331845,0.062327756361068375
avg_weekday,7,0.018231705516114048,0.024472131026705913,0.03191939213680055,0.04139004117833943,0.054567772410618824,0.07085993800911596,0.09112204267367344,0.11991481040724948,0.14783500066368083,0.1775578764958253,0.21181460535479982,0.24581325153464223,0.2839144007256584,0.3249900410441438,0.3674578268439342,0.4145660787028052,0.4646876868356264,0.5384625696329871,0.5060449668612041,0.4668911281124011,0.4266513062097222,0.3837911320301672,0.33685396279124524,0.28166703832395956,0.22162948912520838,0.1545918969692556,0.08089788289961929
avg_weekday,8,0.024711584588397485,0.03340691101009931,0.04359973988209709,0.05705311986667894,0.07538944844774026,0.09809206320456533,0.12587691577976995,0.16479007570147342,0.2033240695574509,0.24461963595490846,0.29064240872827296,0.3400110001586242,0.39378697237018134,0.45212986368310576,0.5103122742121023,0.5808395309449108,0.6534456126763376,0.7501725602990778,0.7020761875216013,0.6529294431031692,0.5979824095762291,0.53880407796334,0.4711119898312649,0.3969573606223033,0.31288587279520264,0.21868155275771417,0.11392149019308714
avg_weekday,9,0.0356131160928221,0.04817772971778939,0.06240414785179307,0.08260058149005031,0.10864457188201017,0.140855612971606,0.17900299408387663,0.240310361539322,0.29679730626510714,0.3575517419251102,0.4168118744746785,0.4937403427420344,0.5714083916526171,0.6556156679988927,0.7352812633878028,0.8421720146636794,0.9445825429379326,1.1053858866147168,1.0214312724008878,0.9619374931224695,0.8820016553042881,0.7906824893572364,0.6810810754178162,0.5801584016874018,0.4565667975178742,0.3193735635780581,0.16389693771948735
