Type,Hour,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044
avg_weekday,0,3.8664573362587307,5.188571394416515,6.712339388174709,8.784955792244505,11.534682177369536,14.938411958772855,19.068930134164127,25.71891178571053,31.802872724245145,38.338452795527445,45.1002047679981,53.13585011324511,61.54653340325106,70.66570960829627,79.61582370050621,90.81446896684304,101.96317078419177,120.23956233506907,111.65327652436453,104.43715591046994,95.59300360219216,85.73878190024742,74.27176460020382,62.84144590189389,49.43057052174946,34.533343560126085,17.84989128509277
avg_weekday,1,2.8505855957856445,3.8127776593538267,4.9269134252927005,6.432641371712244,8.446455124070082,10.943329964837709,13.991945259507522,19.20298776055772,23.746055050013364,28.616903912229468,33.70567619730058,39.64898265258692,45.90628148148311,52.68412642471573,59.36390661569778,67.62360648095223,75.89627887607814,90.77367629337307,84.21706685437847,78.56452854770995,71.76529865605485,64.27061314949468,55.63837210191052,46.941796674691304,36.86118813544493,25.70292622797098,13.286251970148165
avg_weekday,2,2.2154134854471854,2.955947620040366,3.815954706353344,4.96957432377527,6.52042569353544,8.441494159254901,10.79377547279122,14.774553595086616,18.26092171696888,21.989985299540614,25.90790661344886,30.417281986069874,35.17785810487999,40.319948001651824,45.40853967139274,51.59355884763134,57.803570013921316,69.36163492066535,64.32006769004336,59.8982530578859,54.64355340113824,48.873144553016424,42.28432615609975,35.59409010623614,27.909509759641047,19.431293048835176,10.042123546749771
avg_weekday,3,1.6838748369378775,2.236946347319689,2.8798182795020666,3.7381947343426862,4.895219873936955,6.326589265333891,8.080933420561255,11.166741809805098,13.785802401665674,16.574436485041552,19.494147881293465,22.828963359977642,26.340196983062842,30.113257673977163,33.84568848866367,38.30874820941612,42.7707975483396,51.76883190168861,47.8767058385168,44.448662990955484,40.42776142393581,36.03134833956395,31.07375260842347,26.06211054513264,20.366987661682973,14.13445610449453,7.283606735624829
avg_weekday,4,1.274644491870081,1.6871724733036886,2.166472979398766,2.8055951347234362,3.6660851159705103,4.728321924463691,6.029860327613185,8.310022219507289,10.259556475290676,12.328546759074705,14.47302400742694,16.931780146621666,19.505725169400147,22.261681134668915,24.99824732149514,28.217605648704954,31.429857453058087,38.11912492775203,35.30792814573208,32.863465396179535,29.956414110936215,26.74089730636461,23.10454970119697,19.420500692724993,15.210762896777114,10.58236802474495,5.4685915781370635
avg_weekday,5,0.6844931645289691,0.9036923951781437,1.1813942453940622,1.489617569285153,1.9541881255660931,2.525822163112425,3.280281109509205,4.305858033771587,5.309568628671371,6.368929862840611,7.752854077450002,8.825209848697174,10.17540993531331,11.621318039775138,13.30696565472669,14.721456962595944,16.462882808555875,19.38080143594257,18.467421191319627,16.65104890515318,15.123669824709573,13.5770638899078,12.10260265527899,9.882394780353232,7.744455069992009,5.370777378724006,2.865372660155761
avg_weekday,6,0.5022171913201238,0.6663907662145393,0.8743733479158887,1.1099163642014385,1.4629935064474924,1.900290249053549,2.4757214259703466,3.270440333098342,4.028540599339479,4.826971295990078,5.85730810263585,6.668805581027212,7.676940387050165,8.752679623371405,9.986046153099247,11.045048536152375,12.322355801341377,14.470096215629857,13.736921301828461,12.37324757820829,11.2120756905156,10.036634862082135,8.907543904421026,7.265071242772475,5.677948444329233,3.9274497135601063,2.084756182391671
avg_weekday,7,0.43357636760969415,0.5785598519692652,0.7591100839313316,0.9705943792629845,1.2797332095555778,1.6621690156615958,2.157742559030964,2.8290256807790253,3.4858437359104277,4.180542714601335,5.047912062411964,5.781196254749944,6.6645349924878925,7.611789503380477,8.673551306436478,9.653816617807262,10.796910425270642,12.561839349113317,11.918371195053531,10.838646728564575,9.873108896883336,8.873086490830838,7.8692413380294965,6.485221582900898,5.092800901467507,3.541996384878204,1.8765685938095755
avg_weekday,8,0.48654677943878283,0.655560803727637,0.8631448020125531,1.1142004894720023,1.473198860269523,1.9177449970907534,2.4861338239884647,3.2223290290657984,3.977589507222156,4.7851352279997865,5.767466974969313,6.6653421930803445,7.720078352362653,8.863286986960052,10.112673315809243,11.376158964321672,12.802744534583137,14.69796903279247,13.914108685393781,12.76382173442929,11.67027864492871,10.519771157176105,9.30984317220331,7.740987497706839,6.097698471029733,4.255618244451399,2.246961977642212
avg_weekday,9,0.8041744326987502,1.0872484131564313,1.4122946245971697,1.8669068019141422,2.457309932735708,3.1893484552206313,4.068120388348745,5.471650099760169,6.765997884738281,8.158548952624939,9.526739885686576,11.269034480685098,13.045355466250236,14.970676835147074,16.842854753279063,19.2355245897462,21.56663047339358,25.315043083222367,23.447554501194595,22.051304477702416,20.22976023193404,18.133929208111198,15.6540776046387,13.31270058515744,10.481222774148755,7.336723260215119,3.776345407236695
