Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,98136490.30636704,118509370.39587128,138882113.35952494,158819531.0045638,179000627.63924325,199953969.44471747,293336841.17620945,386671504.30047494,478885831.9251696,570067206.2025211,736388784.5679325,726591117.716638,706409401.876874,686052276.0078015,663915566.5677545,641741331.1658819,622590686.1749451,529765754.16443706,436577916.96580666,343402473.90284795
Utility Bills (res),62430513.09275997,75392018.19108877,88353821.70521668,100919199.14581616,113719209.07913952,127192251.95672287,186611880.49686718,245988523.8510446,304351009.85998136,361850786.9388437,471776936.21663225,465959062.10714674,453149197.9864483,440199096.71894616,425636107.8846576,411123838.1342233,399062292.28237325,340062045.4305642,280741622.3005721,221437136.39471436
Utility Bills (work),29051146.89779331,35080544.06390106,41109355.3755395,47157282.63011681,53181076.149226926,59210529.080095515,86832087.18494777,114460541.80826446,142132060.3982187,169733908.09055012,214582707.17321107,211121370.2487581,205087275.90374067,199048660.60831785,193104994.9767254,187044571.53871644,180946605.8354685,153344544.23942512,125769013.30634093,98188706.92852318
Utility Bills (pub L2),2112868.129724157,2551533.536249051,2990209.920319285,3426113.7492254297,3863887.018345595,4305756.717802947,6315608.505709646,8325124.903109797,10327654.901593518,12325842.126263933,16011017.39108958,15770157.226141704,15334499.044144744,14904426.229928289,14463223.287261965,14024035.410520064,13597643.198675392,11628181.502965523,9656347.116782723,7684591.234121803
Utility Bills (DCFC),4541962.186089607,5485274.604632402,6428726.358449478,7316935.479405405,8236455.3925311975,9245431.690096136,13577264.988684876,17897313.738056075,22075106.76537599,26156669.04686327,34018123.78699959,33740528.13459144,32838428.94254027,31900092.45060921,30711240.419109467,29548886.0824221,28984144.8584279,24730982.99148219,20410934.242110927,16092039.345488591
Incremental upfront vehicle cost,76047471.44852822,95050027.10341887,56940765.13126227,28470209.195136208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,144431674.69270614,253112033.76015165,253323863.82845506,253536329.38696316,253749432.3421471,253963174.60619593,1164450087.8584044,1165435177.9397027,1166423223.291245,1167414232.7788413,1209835543.8313656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),43565233.41460141,76345431.14660071,76408031.76490939,76470820.18507299,76533796.9704971,76596962.68627736,351199824.96213543,351490941.5570218,351782931.50169283,352075797.4161979,364612262.71889615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),70566104.52959628,123633070.60703255,123704629.90683018,123776403.88452709,123848393.18415736,123920598.45168598,568042609.6776756,568375387.5359839,568709163.727867,569043941.2483257,583374481.4767699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),11391981.135390496,19958953.628721334,19970505.948334146,19982092.924905784,19993714.662407115,20005371.26512095,91703102.17183651,91756824.83527951,91810708.66671273,91864754.14964034,94178233.75901738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),18908355.613117967,33174578.37779708,33240696.20838133,33307012.39245731,33373527.525085576,33440242.20311163,153504551.04675683,153812024.01141757,154120419.39497223,154429739.9646774,167670565.8766821,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),181071126.99368152,230679925.68420136,274563307.5565541,316383288.598432,394758522.8253451,432689885.65509987,613951243.6262757,804714559.8322254,1009403433.4605485,1238038698.3618643,1249788683.7123833,1215425317.1509166,1175743195.839561,1135036082.4574983,1097991969.6111128,1062792939.122873,869300071.9107519,677659583.060638,469164549.4135838,253942448.47242117
Avoided vehicle gasoline (gallons),62438319.65299363,74896079.76759784,86887122.64447914,98255679.68895403,109351391.36436152,119858694.08728528,169599791.05698222,221075428.52533665,274294411.2664534,329265611.2664533,330631926.9080379,318174166.79343367,306183123.91655236,294814566.87207747,283718855.19667,273211552.47374624,223470455.50404933,171994818.03569493,118775835.29457818,63804635.29457819
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,5010001.842679162,14085764.961541273,23558436.81674146,33441088.72332907,43747175.03038723,54490543.648013845,101483986.80905713,150518768.04606068,201661961.4078768,254982604.19387856,356853421.89982885,353559056.37686557,349947021.7146924,346004934.9440972,341720021.997086,337079106.49189335,287567136.90360886,235713494.36589777,181439109.06226608,124662565.47400147
Federal EV Tax Credit,148517841.18614116,254457673.57374087,248980111.12890497,243620460.98718685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,19802.37882481882,34674.09898564842,34674.09898564842,34674.09898564842,34674.09898564842,34674.098985648365,158850.59999999998,158850.59999999998,158850.59999999998,158850.59999999998,178652.9788248189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,5329373.432560573,7302297.60172982,8271923.071200423,9284090.746905498,10340256.718082074,19485152.143002607,48263548.14573396,76026229.26548974,93560919.06379463,111877507.9661778,144703789.34924352,133096042.11567014,132362070.07512294,131521638.4275753,130570184.6458164,129502991.32318312,128315181.51411833,111590852.75574389,94017509.25237323,75564666.35590898
Distribution Cost,3447640.172885744,4976967.421881596,5483345.929006809,6011941.732508845,6563515.272191387,15182080.675715864,41805319.464853294,67314749.14496359,82494692.08348355,98351532.29921748,126977046.76644084,115243697.12462373,114608785.26902215,113881721.86506793,113058557.3682408,112135208.14526348,111107452.46274287,96629601.43470067,81416763.43150735,65442547.90347459
Transmission Cost,1881733.2596748297,2325330.1798482235,2788577.142193613,3272149.0143966544,3776741.4458906865,4303071.467286745,6458228.680880664,8711480.120526144,11066226.980311077,13525975.666960327,17726742.58280268,17852344.99104642,17753284.80610079,17639916.562507372,17511627.277575597,17367783.17791965,17207729.051375464,14961251.321043218,12600745.820865886,10122118.452434381
Cumulative personal light-duty EV population,167022.50507175794,201696.60405740637,236370.7030430548,271044.8020287032,305718.90101435164,340393.0,499243.6,658094.2,816944.7999999999,975795.3999999999,1134646.0,1099971.9010143515,1065297.802028703,1030623.7030430546,995949.6040574061,961275.5050717577,802424.9050717577,643574.3050717578,484723.7050717578,325873.1050717578
