Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,8238341.4856184665,9947425.072600242,11657737.945095561,13394873.1216793,15113785.075022697,16789983.628472526,18467743.938756786,20145123.332841918,21860766.709851965,23597915.4362836,27977786.49420732,26931239.75070971,25225288.735374756,23520701.8186213,21863861.279560324,20200359.761902004,18417771.09537299,16738206.750051145,15064648.94191842,13392416.217538241
Utility Bills (res),7089378.114476069,8560841.521535948,10032747.508573165,11502534.213133346,12973987.777677074,14448334.505062725,15892813.726196941,17337070.349922743,18779216.692456163,20220554.759655215,24104571.13486778,23254702.794037037,21782074.67567597,20310471.107361957,18836748.666247144,17364288.497349016,15895358.473137453,14450391.235413894,13005003.560037356,11560160.016667321
Utility Bills (work),654435.4201082293,789743.5076929174,925383.0044775755,1090158.9274422498,1234901.96910214,1333562.612189639,1466497.2778395256,1599356.6423140978,1772055.1949671814,1967419.8101436049,2192371.881934553,2057265.8899414118,1921152.0819353836,1784333.5529734092,1693607.8448151872,1595209.9803910279,1383749.512908158,1244571.5265254765,1111221.4311627087,978075.3416272973
Utility Bills (pub L2),206512.86661337203,249248.19963461487,292149.424548216,335484.98041574965,378532.4180278609,420950.1392342278,462874.0979721436,504767.3830646511,547521.0776372183,590569.9560978553,675818.0152366081,650959.9518367377,608557.9607923848,566502.9270037675,525214.4095572454,483711.40651092055,440664.35962337017,399146.7949342588,357733.7021810297,316516.62626072613
Utility Bills (DCFC),288015.08442079637,347591.8437367614,407458.00749660516,466695.00068795506,526362.9102156232,587136.3719859334,645558.836748174,703928.9575404255,761973.7447914031,819370.9103869249,1005025.4621683791,968311.1148945233,913504.0169710161,859394.2312821656,808290.3589407483,757149.8776510411,697998.7497040074,644097.1931775159,590690.248537326,537664.2329828967
Incremental upfront vehicle cost,4016255.8990055416,5019828.072957317,3007183.269822533,1503582.4787847088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4455007.689174257,7807888.685405245,7815050.256817229,7822233.312943445,7829437.918238041,7836664.137348529,7699880.613054539,7707016.767960363,7714174.331330914,7721353.367391571,9129133.065600585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2300788.2097877758,4031991.890909743,4035297.9850871647,4038613.997547119,4041939.958044453,4045275.896423284,3974280.26933442,3977574.630142423,3980878.87403285,3984193.0306549487,4634085.630420881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),925738.0170694926,1621909.4760993086,1622848.243581788,1623789.827366712,1624734.2359029935,1625681.4776648823,1596763.0394406386,1597698.4752256246,1598636.7173179707,1599577.7741365884,1784115.1790084003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),555442.8102416957,973145.6856595859,973708.9461490727,974273.8964200271,974840.5415417952,975408.8865989299,958057.8236643829,958619.0851353748,959182.0303907808,959746.6644819558,1070469.1074050379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),673038.652075293,1180841.6327366089,1183195.0819992044,1185555.591609586,1187923.1827487994,1190297.8766614327,1170779.4806150969,1173124.57745694,1175476.709589313,1177835.8981180785,1640463.1487662666,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),9562816.068383932,12182779.974984467,14500370.3952319,16708987.491323298,20848178.325732984,22851427.83318614,24952371.338809837,27210578.584502958,29725845.109250385,32711043.194433223,24259009.298872378,22002443.892575525,19685857.157098297,17425575.705403134,15248308.75081085,13168485.179461991,10978863.118855933,8824876.74556343,6468420.493648619,4041708.226453799
Avoided vehicle gasoline (gallons),3297522.7822013563,3955448.0438261256,4588724.80861769,5189126.550100403,5775118.64978753,6330035.410854886,6892920.259339734,7475433.677061252,8077675.301426735,8699745.530434368,6417727.3277440155,5759802.066119247,5126525.301327682,4526123.55984497,3940131.4601578424,3385214.699090486,2822329.850605638,2239816.4328841195,1637574.8085186377,1015504.5795110047
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,264590.64412559423,743904.2421954256,1244179.5767085727,1766106.9762870758,2310396.998531906,2877780.985978986,3459317.877856917,4065049.5469802627,4695759.099692153,5352252.388742627,8480664.913575586,8078636.9668646585,7654815.148680279,7208435.110203826,6738709.419502448,6244826.915816869,5738002.438492037,5205855.187937659,4647516.265178656,4062090.7959072962
Federal EV Tax Credit,7843596.169731054,13438541.914302401,13149258.233172605,12866201.793710962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1045.8128226308072,1831.2253115222738,1831.2253115222738,1831.2253115222738,1831.2253115222738,1831.2253115222757,1797.5999999999985,1797.5999999999985,1797.5999999999985,1797.5999999999985,2843.412822630813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,163544.17777223297,227737.93737026653,255999.79889978666,285550.4839897353,316435.95483579894,460842.4183185756,626917.2112066415,818342.9595616522,899043.9779442042,983281.2392605393,1222946.2706236462,1076021.217464336,1032256.4419322435,985677.190724791,936171.1391119168,883622.1283572358,827910.0466217359,770369.1404697025,709484.552161268,645126.209034357
Distribution Cost,111413.03640612181,163311.18512666403,178730.54602761834,194872.97909649636,211765.001167702,341572.7739929327,492651.2807295082,668444.2240073094,732854.3408962602,800120.3649818224,999573.0639677916,855392.5612134916,820749.8163729045,783840.3142262908,744572.3686200253,702851.1249592897,658578.4616297052,612816.8632613794,564355.5735263339,513088.2086760189
Transmission Cost,52131.14136611117,64426.7522436025,77269.25287216833,90677.50489323893,104670.95366809698,119269.6443256429,134265.93047713325,149898.7355543427,166189.63704794404,183160.87427871686,223373.20665585465,220628.6562508443,211506.625559339,201836.8764985003,191598.77049189145,180771.00339794613,169331.5849920307,157552.2772083231,145128.97863493406,132038.00035833806
Cumulative personal light-duty EV population,8820.873442388629,10652.098753910903,12483.324065433177,14314.54937695545,16145.774688477724,17977.0,19774.6,21572.199999999997,23369.799999999996,25167.399999999994,26965.0,25133.774688477726,23302.549376955452,21471.32406543318,19640.098753910905,17808.873442388627,16011.273442388629,14213.67344238863,12416.073442388632,10618.473442388633
Cumulative personal light-duty LDV population,782464.0,793840.0,807580.0,818960.0,831515.0,843678.0,854272.0,866827.0,878598.0,890374.0,899002.0,887626.0,873886.0,862506.0,849951.0,837788.0,827194.0,814639.0,802868.0,791092.0
EV sales as % of total personal light-duty vehicles,0.0013365635002131819,0.002306793952839708,0.0022675466350358772,0.0022360375494801625,0.0022022757394902963,0.0021705263281989995,0.0021042478273898694,0.002073770198667091,0.002045986901859552,0.0020189268779187155
Peak Demand 5-9 PM,4.594608951108079,5.548976628804236,6.503528000416917,7.501365412083177,8.503379834902496,9.364722873920902,10.301143068511816,11.23756326310264,12.186470451153063,13.59691046498718,15.663964617936644,15.055342211451508,14.100590159035868,13.148200664220367,12.23403150431906,11.455941059941532,10.276439227605048,9.349239210464832,8.412819015873927,7.476594231894321
Energy Supply Cost,2198605.892277494,2738163.9812797434,3136658.2648356603,3586335.2767133177,4173454.1886950354,5106313.523924449,6038014.117623834,7055375.855871082,8104487.414569575,9109677.835808126,11444894.892015882,11310490.275022576,10949586.74967904,10545865.677429618,10104888.51675735,9620094.859844767,9096394.045870412,8534983.956273897,7935502.094657635,7289661.340766291
