Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,2768944.987614338,3343430.6647525704,3918278.106308073,4499540.010584649,5076518.766079398,5643158.736666095,8276611.3557290435,10909667.157802964,13559523.26306079,16224104.58113684,20767107.701012775,20398783.888722237,19826965.13472254,19255957.270105995,18721409.171207003,18185963.675332606,17515092.87845904,14923197.796309251,12336210.164914647,9749712.515121574
Utility Bills (res),2366533.512736379,2857730.7448968804,3349079.3329636687,3839642.6758290725,4330848.596352718,4823039.378642095,7074028.4062105315,9324820.634721473,11574050.49173702,13822566.884523958,17670876.198122993,17388845.209928565,16897378.94614437,16406679.006383386,15914121.568537254,15422259.41943489,14906008.047714693,12680571.547320925,10454505.102195062,8228283.428972755
Utility Bills (work),242853.2636274432,293113.06031907315,343453.20851684234,401956.2826110593,454865.55349833914,494865.70033769344,725694.3632204303,956432.5533643926,1207599.1968924403,1476343.358522694,1897990.3554223212,1829387.0230949125,1779062.975072377,1728008.3042539663,1714602.7299258844,1698961.2964690493,1583171.0149502787,1347587.306216525,1117352.1065254586,887275.0964464343
Utility Bills (pub L2),70421.35979639296,84997.11204090981,99626.53747146377,114366.7340288683,129034.16868603417,143544.24769395168,210468.68484684508,277346.92138723796,344638.08334126306,412152.29394230014,507464.3517322413,498213.9894979506,483339.2668028193,468710.785061716,455094.03428980714,442007.30000399734,426450.1211683473,363051.0031695723,299822.18464668904,236757.36863746226
Utility Bills (DCFC),89136.85145412254,107589.74749570696,126119.02735609793,143574.31811564806,161770.44754230697,181709.40999235536,266419.90145123674,351067.04832986026,433235.4910900678,513042.04414788686,690776.7957352193,682337.6662008102,667183.9467029717,652559.1744069282,637590.8384540564,622735.6594246688,599463.6946257193,531987.9396022303,464530.77154743805,397396.6210649229
Incremental upfront vehicle cost,1320357.8107093927,1650285.5821982394,988621.7458225049,494307.8628034505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,1464598.9566123295,2566870.007829172,2569224.3988312744,2571585.8530063843,2573954.3915440193,2576330.035697267,11815393.125862064,11826343.487284094,11837326.699790388,11848342.861934206,12319837.23187843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),756391.9630553349,1325531.07166249,1326617.9613876145,1327708.1117819145,1328801.5326273972,1329898.2337354168,6098495.046134886,6103550.21127329,6108620.54190711,6113706.083532832,6331368.479323794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),304339.5272226009,533208.2663262461,533516.8893346138,533826.4382120083,534136.9157360344,534448.3246926324,2450217.605692622,2451653.022954145,2453092.74646745,2454536.7891512983,2516342.160795645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),182603.71633356062,319924.95979574736,320110.1336007689,320295.8629272049,320482.14944162045,320668.9948155796,1470130.5634155725,1470991.8137724868,1471855.6478804701,1472722.073490778,1509805.2964773874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),221263.75000083313,388205.71004468837,388979.414508277,389755.4400852563,390533.7937389672,391314.4824536382,1796549.9106189827,1800148.439284172,1803757.7635353587,1807377.9157592966,1962321.295281603,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),3143808.3642514907,4005130.4251075373,4767046.172098823,5493136.567487383,6853909.657066359,7512484.757975751,10660038.884253476,13972589.13430285,17526947.22720504,21497116.480678413,21701660.866606034,21105060.516807437,20416101.34257215,19709339.418235656,19066182.096647076,18455059.61930218,15095105.518292079,11767316.623473343,8146853.5692182,4409576.3657403
Avoided vehicle gasoline (gallons),1084071.8497418934,1300367.0211388108,1508558.9152211463,1705943.0333811748,1898589.9327053628,2081020.7085805405,2944762.1227219547,3838623.388544739,4762757.398697022,5717318.212946387,5741180.12344075,5524884.952043832,5316693.057961497,5119308.9398014685,4926662.0404772805,4744231.264602102,3880489.8504606886,2986628.584637904,2062494.57448562,1107933.7602362563
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,86985.0757513635,244561.05420119961,409028.2749261648,580613.6858127952,759550.8850933729,946080.3041183627,1762106.4645440283,2613579.8731612302,3501665.252228749,4427561.415316629,6196404.974124465,6139220.7816402735,6076521.424679304,6008091.913153736,5933710.466751498,5853148.320221596,4993382.474969977,4092954.008740299,3150489.8928786293,2164576.366178816
Federal EV Tax Credit,2578608.964961369,4417966.441204161,4322863.445405246,4229807.676521766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,343.81452866151585,602.021560388087,602.021560388087,602.021560388087,602.021560388087,602.021560388087,2758.3999999999996,2758.3999999999996,2758.3999999999996,2758.3999999999996,3102.2145286615173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,52684.73717013137,73532.4629542343,82555.62008530443,91990.22275553207,101850.94265017514,139239.48366404176,335662.0605667904,457210.31558720116,546045.6223281838,639057.5863203966,803976.6143480404,662487.8005557896,659366.8154159111,655690.7643648146,651434.1838125684,646570.692740781,641072.9624653566,556295.1720462916,466953.50830821315,372874.47407719877
Distribution Cost,35988.2327276089,52897.933825708846,57807.909024270164,62948.13153009433,68327.04508867968,101039.93356556218,278322.39925436315,379855.7023808696,447770.7545034877,518925.75219530595,649879.6122364298,507338.02654293715,505161.6378709707,502559.34414104634,499511.20943736035,495996.56805622275,491994.0005741877,427260.5277459005,358982.8853247059,287024.3228184359
Transmission Cost,16696.504442522466,20634.529128525464,24747.711061034264,29042.091225437733,33523.89756149547,38199.55009847957,57339.66131242725,77354.61320633157,98274.86782469615,120131.83412509065,154097.00211161055,155149.7740128524,154205.17754494044,153131.42022376825,151922.97437520814,150574.1246845582,149078.9618911689,129034.64430039111,107970.62298350723,85850.15125876288
