Load Profile, Charger Assignment
BaseCase_Stanislaus_Residential L1_uncontrolled_load,Residential L1
BaseCase_Stanislaus_Residential L2_uncontrolled_load,Residential L2
BaseCase_Stanislaus_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Stanislaus_Public L2_uncontrolled_load,Public L2
BaseCase_Stanislaus_Work_uncontrolled_load,Workplace L2
BaseCase_Stanislaus_Fast_uncontrolled_load,DCFC
