Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,8625976.539153907,10415498.167951705,12206319.868222173,14023865.014208715,15823322.60884119,17579989.913750254,25782576.95398132,33983802.63308789,42254994.77540447,50585635.38251867,65356794.429701485,64195856.11943879,62403317.83041691,60613952.223470755,58941704.8481698,57262585.54276238,55138625.74128277,46942908.86992024,38763072.52316826,30620770.066232294
Utility Bills (res),7460350.724506781,9008792.885550475,10557750.047865132,12104777.178279517,13653405.370473025,15204384.799188819,22299498.747268207,29393989.077444315,36485098.3041699,43574654.69326556,56544952.09964299,55657364.62877864,54107165.03428626,52559521.49502174,51003231.32883251,49448850.002754904,47812277.84930509,40732782.18391873,33650960.896151744,26568741.548731826
Utility Bills (work),651756.6095607631,786513.5964810986,921597.4527162182,1085481.3801232993,1229564.8224978813,1328102.622947564,1947347.5499711728,2566245.262593157,3257622.3961416786,4010580.1824344606,5089023.219457129,4879013.951686802,4743037.997225568,4605225.714122986,4591634.013515614,4569995.730831766,4218462.204244126,3580367.9362906925,2960027.155790124,2341418.416784158
Utility Bills (pub L2),211173.5260784478,254874.1232120484,298741.56023592537,343247.1189250232,387323.36809202115,430447.2385695618,631098.8377510116,831606.1084981164,1034128.7758851432,1237964.1241769048,1624796.710588839,1599078.4192928327,1555422.7002351945,1512630.981314201,1471274.0791542935,1429472.814478246,1384246.7474384294,1187537.632179486,991090.6603172681,795210.3449725731
Utility Bills (DCFC),302695.6790079152,365317.5627080837,428230.80740489886,490359.33688087505,553029.0477782624,617055.2530443079,904631.8189909288,1191962.184552302,1478145.2992077426,1762436.3826417474,2098022.4000125267,2060399.1196805164,1997692.098669887,1936574.033011829,1875565.4266673864,1814266.994697458,1723638.9402951219,1442221.117531333,1160993.8109091218,915399.7557437384
Incremental upfront vehicle cost,4244805.144412602,5305486.643276911,3178310.1811552607,1589145.413412108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,4708524.564405125,8252204.762902581,8259773.871031171,8267365.686484147,8274980.277383479,8282617.71205551,37980252.236221634,38015451.8681303,38050757.098934665,38086168.245431505,39601966.17138563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),2431716.9709054776,4261436.609405636,4264930.840332433,4268435.553952009,4271950.7817124445,4275476.555156162,19603442.530114852,19619692.217705198,19635990.6543583,19652337.986321393,20352096.518193528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),978418.1078222381,1714205.9323517205,1715198.1213803173,1716193.2869759994,1717191.4380684688,1718192.5836142155,7876156.273983232,7880770.382805177,7885398.333953592,7890040.168955457,8088737.036030267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),587050.8646933427,1028523.5594110321,1029118.8728281901,1029715.9721856002,1030314.8628410805,1030915.5501685299,4725693.764389939,4728462.229683107,4731239.000372154,4734024.101373278,4853242.221618154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),711338.6209840665,1248038.6617341926,1250526.0364902306,1253020.873370537,1255523.194761485,1258033.023116603,5774959.667733612,5786527.03793681,5798129.11025062,5809765.988781375,6307890.395543683,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),10106998.125343204,12876053.820142677,15325529.148879465,17659829.912395988,22034565.733377468,24151812.250683464,34269546.05042094,44917663.9918982,56343083.903227694,69105151.99604595,69761153.2705691,67843071.51746508,65628104.92392763,63355923.757927425,61288205.08322038,59323474.90946594,48522996.00037503,37825913.81650039,26188036.643445827,14174664.666266855
Avoided vehicle gasoline (gallons),3485171.767359725,4180536.954591778,4849850.996480843,5484419.22745217,6103757.820880185,6690252.701020351,9466725.428293077,12340017.580191813,15310620.62587709,18379029.786182433,18455331.55306061,17759966.365828555,17090652.323939487,16456084.092968162,15836745.499540148,15250250.619399983,12473777.892127257,9600485.740228524,6629882.694543247,3561473.534237903
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,279647.45165412995,786236.8916789837,1314980.9176983305,1866609.142206956,2441872.5578297945,3041544.1249152105,5664646.19484042,8401692.64848588,11256427.457333438,14232704.178528422,19918947.95610592,19735067.190770768,19533454.900950115,19313419.897857018,19074249.162455767,18815207.2194663,16051523.19569473,13157130.51458299,10127615.618275618,6958434.015361664
Federal EV Tax Credit,8289944.218995947,14203276.20691693,13897530.535143767,13598366.47274341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,1105.3258958661263,1935.433104462547,1935.433104462547,1935.433104462547,1935.433104462547,1935.433104462547,8866.8,8866.8,8866.799999999996,8866.800000000003,9972.12589586613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
