Load Profile, Charger Assignment
BaseCase_Solano_Residential L1_uncontrolled_load,Residential L1
BaseCase_Solano_Residential L2_uncontrolled_load,Residential L2
BaseCase_Solano_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Solano_Public L2_uncontrolled_load,Public L2
BaseCase_Solano_Work_uncontrolled_load,Workplace L2
BaseCase_Solano_Fast_uncontrolled_load,DCFC
