Load Profile, Charger Assignment
BaseCase_Tulare_Residential L1_uncontrolled_load,Residential L1
BaseCase_Tulare_Residential L2_uncontrolled_load,Residential L2
BaseCase_Tulare_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Tulare_Public L2_uncontrolled_load,Public L2
BaseCase_Tulare_Work_uncontrolled_load,Workplace L2
BaseCase_Tulare_Fast_uncontrolled_load,DCFC
