year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,430,310494,9833,0.0,0.0,301.0,43.0,43.0,43.0,9833,3244.8900000000003,4916.5,7374.75
2012,1225,314813,9833,0.0,0.0,857.5,122.5,122.5,122.5,9833,3244.8900000000003,4916.5,7374.75
2013,2472,319193,9833,0.0,0.0,1730.3999999999999,247.20000000000002,247.20000000000002,247.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2014,3763,323633,9833,0.0,0.0,2634.1,376.3,376.3,376.3,9833,3244.8900000000003,4916.5,7374.75
2015,3959,328135,9833,15603.57,0.0,2771.2999999999997,395.90000000000003,395.90000000000003,395.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2016,4643,332700,9833,11258.79,0.0,3250.1,464.3,464.3,464.3,9833,3244.8900000000003,4916.5,7374.75
2017,6092,337329,9833,6914.0,29.9,4264.4,609.2,609.2,609.2,9833,3244.8900000000003,4916.5,7374.75
2018,9859,342022,9833,5377.16,31.0,6901.299999999999,985.9000000000001,985.9000000000001,985.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2019,10072,346780,9833,3840.32,32.1,7050.4,1007.2,1007.2,1007.2,9833,3244.8900000000003,4916.5,7374.75
2020,13303,351359,9833,2741.24,33.4,9312.099999999999,1330.3000000000002,1330.3000000000002,1330.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2021,16533,356467,9833,1642.17,34.7,11573.099999999999,1653.3000000000002,1653.3000000000002,1653.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2022,19764,362637,9833,821.08,36.6,13834.8,1976.4,1976.4,1976.4,9833,3244.8900000000003,4916.5,7374.75
2023,23184,367747,9833,0.0,37.5,16228.8,2318.4,2318.4,2318.4,9833,3244.8900000000003,4916.5,7374.75
2024,26035,373385,9833,0.0,39.6,18224.5,2603.5,2603.5,2603.5,9833,3244.8900000000003,4916.5,7374.75
2025,28886,378847,9833,0.0,39.6,20220.199999999997,2888.6000000000004,2888.6000000000004,2888.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2026,31166,383604,9833,0.0,39.5,21816.199999999997,3116.6000000000004,3116.6000000000004,3116.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2027,33256,389241,9833,0.0,39.4,23279.199999999997,3325.6000000000004,3325.6000000000004,3325.6000000000004,9833,3244.8900000000003,4916.5,7374.75
2028,35537,394527,9833,0.0,39.3,24875.899999999998,3553.7000000000003,3553.7000000000003,3553.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2029,38007,399815,9833,0.0,39.2,26604.899999999998,3800.7000000000003,3800.7000000000003,3800.7000000000003,9833,3244.8900000000003,4916.5,7374.75
2030,40478,403689,9833,0.0,39.1,28334.6,4047.8,4047.8,4047.8,9833,3244.8900000000003,4916.5,7374.75
2031,44172,409305,9833,0.0,39.0,30920.399999999998,4417.2,4417.2,4417.2,9833,3244.8900000000003,4916.5,7374.75
2032,46914,414999,9833,0.0,39.0,32839.799999999996,4691.400000000001,4691.400000000001,4691.400000000001,9833,3244.8900000000003,4916.5,7374.75
2033,49655,420773,9833,0.0,38.9,34758.5,4965.5,4965.5,4965.5,9833,3244.8900000000003,4916.5,7374.75
2034,52397,426626,9833,0.0,38.8,36677.899999999994,5239.700000000001,5239.700000000001,5239.700000000001,9833,3244.8900000000003,4916.5,7374.75
2035,55138,432561,9833,0.0,38.7,38596.6,5513.8,5513.8,5513.8,9833,3244.8900000000003,4916.5,7374.75
2036,57880,438579,9833,0.0,38.6,40516.0,5788.0,5788.0,5788.0,9833,3244.8900000000003,4916.5,7374.75
2037,60621,444680,9833,0.0,38.6,42434.7,6062.1,6062.1,6062.1,9833,3244.8900000000003,4916.5,7374.75
2038,63363,450866,9833,0.0,38.5,44354.1,6336.3,6336.3,6336.3,9833,3244.8900000000003,4916.5,7374.75
2039,66105,457139,9833,0.0,38.4,46273.5,6610.5,6610.5,6610.5,9833,3244.8900000000003,4916.5,7374.75
2040,68846,463498,9833,0.0,0.0,48192.2,6884.6,6884.6,6884.6,9833,3244.8900000000003,4916.5,7374.75
