Load Profile, Charger Assignment
BaseCase_Mariposa_Residential L1_e19controlled_load,Residential L1
BaseCase_Mariposa_Residential L2_e19controlled_load,Residential L2
BaseCase_Mariposa_Residential MUD_e19controlled_load,Residential L2
BaseCase_Mariposa_Public L2_e19controlled_load,Public L2
BaseCase_Mariposa_Work_e19controlled_load,Workplace L2
BaseCase_Mariposa_Fast_e19controlled_load,DCFC
