Load Profile, Charger Assignment
Solano_Residential_L2,Residential L2
Solano_Residential_MUD,Residential L2
Solano_Public_L2,Public L2
Solano_Workplace_L2,Workplace L2
Solano_Public_DCFC,DCFC
