year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,430,310551,9833,0.0,0.0,301.0,43.0,43.0,43.0,9833,3244.8900000000003,4916.5,7374.75
2012,1226,314872,9833,0.0,0.0,858.1999999999999,122.60000000000001,122.60000000000001,122.60000000000001,9833,3244.8900000000003,4916.5,7374.75
2013,2472,319252,9833,0.0,0.0,1730.3999999999999,247.20000000000002,247.20000000000002,247.20000000000002,9833,3244.8900000000003,4916.5,7374.75
2014,3764,323693,9833,0.0,0.0,2634.7999999999997,376.40000000000003,376.40000000000003,376.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2015,3959,328196,9833,15603.57,0.0,2771.2999999999997,395.90000000000003,395.90000000000003,395.90000000000003,9833,3244.8900000000003,4916.5,7374.75
2016,4644,332762,9833,11258.79,0.0,3250.7999999999997,464.40000000000003,464.40000000000003,464.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2017,6093,337391,9833,6914.0,29.9,4265.099999999999,609.3000000000001,609.3000000000001,609.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2018,9860,342085,9833,5377.16,31.0,6902.0,986.0,986.0,986.0,9833,3244.8900000000003,4916.5,7374.75
2019,10074,346844,9833,3840.32,32.1,7051.799999999999,1007.4000000000001,1007.4000000000001,1007.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2020,13305,351424,9833,2741.24,33.4,9313.5,1330.5,1330.5,1330.5,9833,3244.8900000000003,4916.5,7374.75
2021,16536,356534,9833,1642.17,34.7,11575.199999999999,1653.6000000000001,1653.6000000000001,1653.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,19767,362704,9833,821.08,36.6,13836.9,1976.7,1976.7,1976.7,9833,3244.8900000000003,4916.5,7374.75
2023,23189,367815,9833,0.0,37.5,16232.3,2318.9,2318.9,2318.9,9833,3244.8900000000003,4916.5,7374.75
2024,26040,373454,9833,0.0,39.6,18228.0,2604.0,2604.0,2604.0,9833,3244.8900000000003,4916.5,7374.75
2025,28891,378917,9833,0.0,39.6,20223.699999999997,2889.1000000000004,2889.1000000000004,2889.1000000000004,9833,3244.8900000000003,4916.5,7374.75
2026,31172,383675,9833,0.0,39.5,21820.399999999998,3117.2000000000003,3117.2000000000003,3117.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2027,33263,389314,9833,0.0,39.4,23284.1,3326.3,3326.3,3326.3,9833,3244.8900000000003,4916.5,7374.75
2028,35543,394600,9833,0.0,39.3,24880.1,3554.3,3554.3,3554.3,9833,3244.8900000000003,4916.5,7374.75
2029,38014,399889,9833,0.0,39.2,26609.8,3801.4,3801.4,3801.4,9833,3244.8900000000003,4916.5,7374.75
2030,40485,403764,9833,0.0,39.1,28339.5,4048.5,4048.5,4048.5,9833,3244.8900000000003,4916.5,7374.75
2031,44180,409381,9833,0.0,39.0,30925.999999999996,4418.0,4418.0,4418.0,9833,3244.8900000000003,4916.5,7374.75
2032,46922,415076,9833,0.0,39.0,32845.4,4692.2,4692.2,4692.2,9833,3244.8900000000003,4916.5,7374.75
2033,49664,420851,9833,0.0,38.9,34764.799999999996,4966.400000000001,4966.400000000001,4966.400000000001,9833,3244.8900000000003,4916.5,7374.75
2034,52406,426705,9833,0.0,38.8,36684.2,5240.6,5240.6,5240.6,9833,3244.8900000000003,4916.5,7374.75
2035,55149,432642,9833,0.0,38.7,38604.299999999996,5514.900000000001,5514.900000000001,5514.900000000001,9833,3244.8900000000003,4916.5,7374.75
2036,57891,438660,9833,0.0,38.6,40523.7,5789.1,5789.1,5789.1,9833,3244.8900000000003,4916.5,7374.75
2037,60633,444763,9833,0.0,38.6,42443.1,6063.3,6063.3,6063.3,9833,3244.8900000000003,4916.5,7374.75
2038,63375,450950,9833,0.0,38.5,44362.5,6337.5,6337.5,6337.5,9833,3244.8900000000003,4916.5,7374.75
2039,66117,457224,9833,0.0,38.4,46281.899999999994,6611.700000000001,6611.700000000001,6611.700000000001,9833,3244.8900000000003,4916.5,7374.75
2040,68859,463584,9833,0.0,0.0,48201.299999999996,6885.900000000001,6885.900000000001,6885.900000000001,9833,3244.8900000000003,4916.5,7374.75
