year, total_population, BEV_population, PHEV_population, vehicle_miles_traveled, BEV_vmt, PHEV_vmt, bev_price, phev_price, new_vehicle_mpg
2019,213387,2934.9480650651712,0,12000,12000,0,5377.16,5377.16,31.0
2020,216204,3329.7239350308305,0,12000,12000,0,3840.32,3840.32,32.1
2021,219348,4020.9791480246645,0,12000,12000,0,2741.24,2741.24,33.4
2022,223144,4712.234361018498,0,12000,12000,0,1642.17,1642.17,34.7
2023,226289,5403.489574012332,0,12000,12000,0,821.08,821.08,36.6
2024,229758,6094.744787006166,0,12000,12000,0,0.0,0.0,37.5
2025,233119,6786.0,0,12000,12000,0,0.0,0.0,39.6
2026,236046,9953.2,0,12400,12400,0,0.0,0.0,39.6
2027,239515,13120.400000000001,0,12800,12800,0,0.0,0.0,39.5
2028,242767,16287.600000000002,0,13200,13200,0,0.0,0.0,39.4
2029,246021,19454.800000000003,0,13600,13600,0,0.0,0.0,39.3
2030,248405,22622.0,0,14000,14000,0,0.0,0.0,39.2
