Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,458299.886981521,553383.444649447,648530.3116764319,744855.6298238386,840377.977496393,934033.0427422959,1369772.229893901,1805450.1963567492,2244230.463476327,2685569.986478519,3532321.7904804335,3470845.575819086,3377238.223194942,3283787.3457938326,3197991.591068806,3112295.407322828,3000433.093705604,2578693.6996845324,2159407.077063172,1740702.1843822321
Utility Bills (res),393039.2773371149,474618.8866153072,556220.6167335655,637870.4418167046,719494.0259734076,801024.8527376491,1174761.872071723,1548475.6009949862,1922372.4993920138,2296433.72102045,3055795.693263312,3008743.9195687985,2927612.1750382553,2846625.072776131,2765734.5019707037,2685137.7184168324,2598691.584400365,2228227.3814715724,1857623.2331736195,1486903.8176702068
Utility Bills (work),31693.21010242049,38247.04086798974,44814.53555554334,52832.97357079721,59854.53292740178,64580.06335502736,94689.36714827461,124783.50791451651,158518.65438447805,195362.80319734087,273211.1476653521,262290.7016844114,255914.27634035822,249436.16875485805,249848.2981377674,249850.94793738343,231484.46307632866,201423.48232157555,172343.25863545254,143305.2805516778
Utility Bills (pub L2),11750.163883734771,14182.092420773304,16623.40052114495,19070.703391883933,21514.397384953743,23951.569570230728,35114.80165726357,46270.017278986044,57464.75544888528,68669.56300045984,91378.92025271597,89827.10288596258,87495.361904372,85196.68298596224,83168.74709654442,81125.41204295009,78351.81568299828,67974.16167579958,58004.0148161574,48655.94792862615
Utility Bills (DCFC),21817.23565825079,26335.424745376702,30871.758866178097,35081.5110444529,39515.021210629995,44476.55707938877,65206.189016639655,85921.07016826035,105874.55425094976,125103.89926026849,111936.0292990536,109983.8516799132,106216.40991195655,102529.42127688153,99240.04386379056,96181.32892566221,91905.23054591191,81068.6742155848,71436.57043794253,61837.138231721394
Incremental upfront vehicle cost,227432.19142168542,284262.38962399453,170290.5139166346,85144.73846597511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,252277.78981917948,442144.444664991,442549.9895110388,442956.7509916245,443364.7327566519,443773.93846697354,2034625.7739212879,2036511.4401319406,2038402.7633412257,2040299.7605201376,2121514.3221561746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),130288.83559904069,228323.28780920725,228510.5050241273,228698.283890692,228886.62609385638,229075.5333236298,1050168.6292466905,1051039.1351344306,1051912.2525398338,1052787.9892974533,1090280.1783577462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),52422.612303317655,91845.34942810803,91898.50987185074,91951.82979692466,92005.30968177372,92058.95000627733,421930.59842807264,422177.77911224565,422425.7013384714,422674.36733137566,433320.2975583724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),31453.56738199065,55107.20965686476,55139.10592311047,55171.097878154826,55203.18580906427,55235.370003766395,253158.3590568435,253306.6674673475,253455.42080308284,253604.62039882538,259992.17853502344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),38112.77453483051,66868.59777081091,67001.86869195034,67135.539425853,67269.6111719575,67404.08513330005,309368.18718968116,309987.85841791687,310609.38865983754,311232.7834924834,337921.6677050325,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),541522.3206104937,689885.4099423813,821125.7196610156,946195.0974115325,1180588.8377146455,1294028.6774313564,1836042.537334143,2406469.9630596763,3018539.0534106973,3702215.4472590433,3737261.714775642,3634487.966973324,3515809.9151831563,3394067.6034524054,3283278.9401553604,3178008.2923304075,2599419.908492024,2026370.7159455514,1402922.4182702862,759358.6957279516
Avoided vehicle gasoline (gallons),186731.83469327367,223988.7694618121,259849.9112851315,293849.4091340163,327032.91903452785,358456.6973494062,507194.0710867798,661118.1217196913,820255.1775572547,984631.7678880435,988693.5753374714,951436.640568933,915575.4987456136,881576.0008967287,848392.4909962171,816968.7126813387,668231.338943965,514307.28831105365,355170.2324734902,190793.6421427014
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,14983.216093889678,42125.74503837921,70455.29337983686,100010.95298772007,130832.9612563543,162962.7325875623,303484.5016778625,450110.3546455635,603040.8586450312,762482.4514088271,1067120.194762172,1057265.503387143,1046460.719417348,1034668.8084492427,1021851.5664103428,1007969.5860184421,859917.9097904754,704864.1025288454,542571.727479365,372797.3337020835
Federal EV Tax Credit,444166.4849967296,760996.5883495492,744615.0570934928,728586.1615396211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,59.222197999563946,103.69846843909858,103.69846843909863,103.69846843909863,103.69846843909863,103.6984684390984,475.0,475.0,475.0,475.0,534.222197999564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,9077.70217228801,12669.386347100659,14224.316164324271,15850.151500830441,17549.420859867092,27666.968738937787,68601.95248730386,100076.00517350246,121185.48608251204,143291.45775259568,186407.79929410954,162530.61544920635,161929.83239103903,161200.01940878862,160335.1590405266,159329.01498072577,158175.1250255141,138176.99715390615,117093.12928999907,94882.02763553451
Distribution Cost,6204.046060497083,9117.951916665512,9964.956884099718,10851.68111808641,11779.581223658326,21092.396738632655,58734.04820185282,86764.24062086988,104274.09189045957,122619.26023653269,158851.63035394315,134769.04901490704,134306.07164664785,133735.71477245528,133052.89874099242,132252.3570370999,131328.63030072194,114751.39228099225,97263.21197780095,78828.90298663067
Transmission Cost,2873.6561117909278,3551.434430435148,4259.359280224553,4998.470382744031,5769.839636208766,6574.572000305134,9867.904285451043,13311.764552632578,16911.39419205247,20672.197516062985,27556.16894016638,27761.566434299315,27623.760744391177,27464.30463633333,27282.260299534184,27076.65794362587,26846.49472479217,23425.604872913893,19829.917312198115,16053.124648903851
Cumulative personal light-duty EV population,499.5076578045071,603.2061262436057,706.9045946827043,810.603063121803,914.3015315609016,1018.0,1493.0,1968.0,2443.0,2918.0,3393.0,3289.3015315609014,3185.6030631218027,3081.904594682704,2978.2061262436055,2874.5076578045073,2399.5076578045073,1924.5076578045073,1449.5076578045073,974.5076578045073
Cumulative personal light-duty LDV population,24237.0,24590.0,25015.0,25368.0,25757.0,26133.0,26461.0,26850.0,27215.0,27580.0,27847.0,27494.0,27069.0,26716.0,26327.0,25951.0,25623.0,25234.0,24869.0,24504.0
EV sales as % of total personal light-duty vehicles,0.0024434623921922656,0.004217099163851101,0.004145451466683935,0.004087766810118994,0.004026030533023979,0.003968104252825868,0.017950946676240503,0.017690875232774673,0.017453610141466104,0.017222625090645396
Peak Demand 5-9 PM,0.2491547570729482,0.3009017143257715,0.35265646620170926,0.40624796027744514,0.4600166960838719,0.5078163696565783,0.7447640863430989,0.9817118030296128,1.2196376487339198,1.497874647681246,1.9276677500393486,1.8801776166529345,1.8281860758957555,1.776981361089937,1.7412348189222802,1.772729604003691,1.6165424725760964,1.384586580802914,1.1476388641163866,0.9108881495964927
Energy Supply Cost,120507.96009649489,149817.62834626823,171486.682729966,195884.59957148123,227799.76728950578,278524.38027836004,438874.6780327265,619539.9151308604,815685.981373873,1017187.540257707,1435917.0967325643,1448274.9568157562,1456161.9880262094,1462073.5365040442,1466880.5150367517,1469834.321214329,1471837.616189543,1302563.9902703364,1122063.4170998519,928762.7302965288
Energy Cost,71263.74125500723,94755.56054654313,113152.05600933854,137986.87509819065,168408.92746799777,213890.89125406535,344725.1273838463,507214.9930040178,688186.2423145007,870555.2984958416,1256940.884000393,1281790.069475061,1290742.2831794836,1297834.3998332166,1303088.2245919826,1306403.8314088183,1307119.046915838,1156384.5250001645,994381.2741396235,821138.1910724776
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,49244.21884148768,55062.067799725344,58334.62672062694,57897.72447329104,59390.839821508125,64633.48902429496,94149.55064888077,112324.92212684201,127499.7390593734,146632.2417618662,178976.2127321701,166484.88734069827,165419.70484673095,164239.13667082193,163792.29044476943,163430.4898055118,164718.5692737061,146179.46527017347,127682.14296023012,107624.53922405164
