Load Profile, Charger Assignment
Equity_Alameda_Residential L1_uncontrolled_load,Residential L1
Equity_Alameda_Residential L2_uncontrolled_load,Residential L2
Equity_Alameda_Residential MUD_uncontrolled_load,Residential L2
Equity_Alameda_Public L2_uncontrolled_load,Public L2
Equity_Alameda_Work_uncontrolled_load,Workplace L2
Equity_Alameda_Fast_uncontrolled_load,DCFC
