year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,59,42790,9833,0.0,0.0,41.3,5.9,5.9,5.9,9833,3244.8900000000003,4916.5,7374.75
2012,169,43385,9833,0.0,0.0,118.3,16.900000000000002,16.900000000000002,16.900000000000002,9833,3244.8900000000003,4916.5,7374.75
2013,341,43989,9833,0.0,0.0,238.7,34.1,34.1,34.1,9833,3244.8900000000003,4916.5,7374.75
2014,519,44601,9833,0.0,0.0,363.29999999999995,51.900000000000006,51.900000000000006,51.900000000000006,9833,3244.8900000000003,4916.5,7374.75
2015,546,45221,9833,15603.57,0.0,382.2,54.6,54.6,54.6,9833,3244.8900000000003,4916.5,7374.75
2016,640,45850,9833,11258.79,0.0,448.0,64.0,64.0,64.0,9833,3244.8900000000003,4916.5,7374.75
2017,840,46488,9833,6914.0,29.9,588.0,84.0,84.0,84.0,9833,3244.8900000000003,4916.5,7374.75
2018,1359,47135,9833,5377.16,31.0,951.3,135.9,135.9,135.9,9833,3244.8900000000003,4916.5,7374.75
2019,1388,47791,9833,3840.32,32.1,971.5999999999999,138.8,138.8,138.8,9833,3244.8900000000003,4916.5,7374.75
2020,1833,48422,9833,2741.24,33.4,1283.1,183.3,183.3,183.3,9833,3244.8900000000003,4916.5,7374.75
2021,2278,49126,9833,1642.17,34.7,1594.6,227.8,227.8,227.8,9833,3244.8900000000003,4916.5,7374.75
2022,2724,49976,9833,821.08,36.6,1906.8,272.40000000000003,272.40000000000003,272.40000000000003,9833,3244.8900000000003,4916.5,7374.75
2023,3195,50680,9833,0.0,37.5,2236.5,319.5,319.5,319.5,9833,3244.8900000000003,4916.5,7374.75
2024,3588,51457,9833,0.0,39.6,2511.6,358.8,358.8,358.8,9833,3244.8900000000003,4916.5,7374.75
2025,3981,52210,9833,0.0,39.6,2786.7,398.1,398.1,398.1,9833,3244.8900000000003,4916.5,7374.75
2026,4295,52865,9833,0.0,39.5,3006.5,429.5,429.5,429.5,9833,3244.8900000000003,4916.5,7374.75
2027,4583,53642,9833,0.0,39.4,3208.1,458.3,458.3,458.3,9833,3244.8900000000003,4916.5,7374.75
2028,4897,54371,9833,0.0,39.3,3427.8999999999996,489.70000000000005,489.70000000000005,489.70000000000005,9833,3244.8900000000003,4916.5,7374.75
2029,5238,55099,9833,0.0,39.2,3666.6,523.8000000000001,523.8000000000001,523.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2030,5578,55633,9833,0.0,39.1,3904.6,557.8000000000001,557.8000000000001,557.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2031,6087,56407,9833,0.0,39.0,4260.9,608.7,608.7,608.7,9833,3244.8900000000003,4916.5,7374.75
2032,6465,57192,9833,0.0,39.0,4525.5,646.5,646.5,646.5,9833,3244.8900000000003,4916.5,7374.75
2033,6843,57988,9833,0.0,38.9,4790.099999999999,684.3000000000001,684.3000000000001,684.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2034,7221,58794,9833,0.0,38.8,5054.7,722.1,722.1,722.1,9833,3244.8900000000003,4916.5,7374.75
2035,7599,59612,9833,0.0,38.7,5319.299999999999,759.9000000000001,759.9000000000001,759.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2036,7977,60442,9833,0.0,38.6,5583.9,797.7,797.7,797.7,9833,3244.8900000000003,4916.5,7374.75
2037,8354,61282,9833,0.0,38.6,5847.799999999999,835.4000000000001,835.4000000000001,835.4000000000001,9833,3244.8900000000003,4916.5,7374.75
2038,8732,62135,9833,0.0,38.5,6112.4,873.2,873.2,873.2,9833,3244.8900000000003,4916.5,7374.75
2039,9110,62999,9833,0.0,38.4,6377.0,911.0,911.0,911.0,9833,3244.8900000000003,4916.5,7374.75
2040,9488,63876,9833,0.0,0.0,6641.599999999999,948.8000000000001,948.8000000000001,948.8000000000001,9833,3244.8900000000003,4916.5,7374.75
