Load Profile, Charger Assignment
San Benito_Residential_L2,Residential L2
San Benito_Residential_MUD,Residential L2
San Benito_Public_L2,Public L2
San Benito_Workplace_L2,Workplace L2
San Benito_Public_DCFC,DCFC
