Load Profile, Charger Assignment
BaseCase_Colusa_Residential L1_uncontrolled_load,Residential L1
BaseCase_Colusa_Residential L2_uncontrolled_load,Residential L2
BaseCase_Colusa_Residential MUD_uncontrolled_load,Residential L2
BaseCase_Colusa_Public L2_uncontrolled_load,Public L2
BaseCase_Colusa_Work_uncontrolled_load,Workplace L2
BaseCase_Colusa_Fast_uncontrolled_load,DCFC
