Load Profile, Charger Assignment
WorkPublic_San Francisco_Residential L1_uncontrolled_load,Residential L1
WorkPublic_San Francisco_Residential L2_uncontrolled_load,Residential L2
WorkPublic_San Francisco_Residential MUD_uncontrolled_load,Residential L2
WorkPublic_San Francisco_Public L2_uncontrolled_load,Public L2
WorkPublic_San Francisco_Work_uncontrolled_load,Workplace L2
WorkPublic_San Francisco_Fast_uncontrolled_load,DCFC
