year, ldv_population, total_population, vehicle_miles_traveled, ldv_price, new_vehicle_mpg,BEV100_population,PHEV10_population,PHEV20_population,PHEV40_population,BEV100_vmt,PHEV10_vmt,PHEV20_vmt,PHEV40_vmt
2011,152,109638,9833,0.0,0.0,106.39999999999999,15.200000000000001,15.200000000000001,15.200000000000001,9833,3244.8900000000003,4916.5,7374.75
2012,433,111163,9833,0.0,0.0,303.09999999999997,43.300000000000004,43.300000000000004,43.300000000000004,9833,3244.8900000000003,4916.5,7374.75
2013,873,112709,9833,0.0,0.0,611.0999999999999,87.30000000000001,87.30000000000001,87.30000000000001,9833,3244.8900000000003,4916.5,7374.75
2014,1329,114277,9833,0.0,0.0,930.3,132.9,132.9,132.9,9833,3244.8900000000003,4916.5,7374.75
2015,1398,115867,9833,0.0,0.0,978.5999999999999,139.8,139.8,139.8,9833,3244.8900000000003,4916.5,7374.75
2016,1640,117479,9833,15603.57,0.0,1148.0,164.0,164.0,164.0,9833,3244.8900000000003,4916.5,7374.75
2017,2151,119113,9833,11258.79,0.0,1505.6999999999998,215.10000000000002,215.10000000000002,215.10000000000002,9833,3244.8900000000003,4916.5,7374.75
2018,3481,120770,9833,6914.0,29.9,2436.7,348.1,348.1,348.1,9833,3244.8900000000003,4916.5,7374.75
2019,3556,122450,9833,5377.16,31.0,2489.2,355.6,355.6,355.6,9833,3244.8900000000003,4916.5,7374.75
2020,4697,124067,9833,3840.32,32.1,3287.8999999999996,469.70000000000005,469.70000000000005,469.70000000000005,9833,3244.8900000000003,4916.5,7374.75
2021,5838,125871,9833,2741.24,33.4,4086.6,583.8000000000001,583.8000000000001,583.8000000000001,9833,3244.8900000000003,4916.5,7374.75
2022,6979,128050,9833,1642.17,34.7,4885.299999999999,697.9000000000001,697.9000000000001,697.9000000000001,9833,3244.8900000000003,4916.5,7374.75
2023,8187,129854,9833,821.08,36.6,5730.9,818.7,818.7,818.7,9833,3244.8900000000003,4916.5,7374.75
2024,9193,131845,9833,0.0,37.5,6435.099999999999,919.3000000000001,919.3000000000001,919.3000000000001,9833,3244.8900000000003,4916.5,7374.75
2025,10200,133774,9833,0.0,39.6,7140.0,1020.0,1020.0,1020.0,9833,3244.8900000000003,4916.5,7374.75
2026,11005,135453,9833,0.0,39.6,7703.499999999999,1100.5,1100.5,1100.5,9833,3244.8900000000003,4916.5,7374.75
2027,11743,137444,9833,0.0,39.5,8220.1,1174.3,1174.3,1174.3,9833,3244.8900000000003,4916.5,7374.75
2028,12548,139310,9833,0.0,39.4,8783.599999999999,1254.8000000000002,1254.8000000000002,1254.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2029,13421,141178,9833,0.0,39.3,9394.699999999999,1342.1000000000001,1342.1000000000001,1342.1000000000001,9833,3244.8900000000003,4916.5,7374.75
2030,14293,142546,9833,0.0,39.2,10005.099999999999,1429.3000000000002,1429.3000000000002,1429.3000000000002,9833,3244.8900000000003,4916.5,7374.75
2031,15597,144529,9833,0.0,39.1,10917.9,1559.7,1559.7,1559.7,9833,3244.8900000000003,4916.5,7374.75
2032,16566,146539,9833,0.0,39.0,11596.199999999999,1656.6000000000001,1656.6000000000001,1656.6000000000001,9833,3244.8900000000003,4916.5,7374.75
2033,17534,148578,9833,0.0,39.0,12273.8,1753.4,1753.4,1753.4,9833,3244.8900000000003,4916.5,7374.75
2034,18502,150645,9833,0.0,38.9,12951.4,1850.2,1850.2,1850.2,9833,3244.8900000000003,4916.5,7374.75
2035,19470,152741,9833,0.0,38.8,13629.0,1947.0,1947.0,1947.0,9833,3244.8900000000003,4916.5,7374.75
2036,20438,154865,9833,0.0,38.7,14306.599999999999,2043.8000000000002,2043.8000000000002,2043.8000000000002,9833,3244.8900000000003,4916.5,7374.75
2037,21406,157020,9833,0.0,38.6,14984.199999999999,2140.6,2140.6,2140.6,9833,3244.8900000000003,4916.5,7374.75
2038,22374,159204,9833,0.0,38.6,15661.8,2237.4,2237.4,2237.4,9833,3244.8900000000003,4916.5,7374.75
2039,23342,161419,9833,0.0,38.5,16339.4,2334.2000000000003,2334.2000000000003,2334.2000000000003,9833,3244.8900000000003,4916.5,7374.75
2040,24310,163665,9833,0.0,38.4,17017.0,2431.0,2431.0,2431.0,9833,3244.8900000000003,4916.5,7374.75
