Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,149883.8983442444,180999.36267005812,212114.60237252837,242955.67607358337,273897.78728213045,305365.6316238191,448053.36758388975,590643.4064951089,732499.7243640563,873746.7491707727,1104649.2673388198,1088275.676331723,1058086.4936117702,1027505.9603167049,995712.2657782835,963904.3241994766,932744.5847767117,793121.5182874425,655065.0410992258,518217.18556169444
Utility Bills (res),133033.72365302945,160651.98530578372,188270.34570761252,215578.57743851596,243023.4812865267,271030.7036882558,397684.62144536263,524245.1380018431,649987.1001808676,775088.523850069,965066.0750849567,950387.2317881873,923634.5735888173,896545.4044112264,868530.8734501898,840555.557911121,812392.6607532167,688661.6173005642,566582.8669462468,445482.83554096654
Utility Bills (work),10088.260145787408,12181.862518959748,14275.205858897716,16388.138754482974,18482.662892347915,20561.03705181871,30155.49029867825,39752.27685618659,49395.97025901632,59036.578110411174,66021.18607105497,64773.68537044614,62676.12783442334,60574.574507946425,58544.61117715111,56470.68541979779,54279.30612603413,44669.21355351354,35072.534552750876,25474.388001148545
Utility Bills (pub L2),3182.4860408846434,3843.07838159758,4503.63681962953,5163.681481504025,5823.21304822126,6485.93312117121,9513.31643030414,12540.866847538362,15566.72636466052,18584.856174198394,22811.559229167866,22454.3217763157,21805.868666280305,21156.690258547987,20491.88680254769,19828.065593953314,19187.38134270469,16214.794911079127,13238.932457938477,10492.95435439057
Utility Bills (DCFC),3579.4285045428956,4322.436463717071,5065.413986388614,5825.278399080407,6568.4300550346,7287.9577625734155,10699.939409544751,14105.124789540814,17549.927559511758,21036.791036094175,50750.44695364017,50660.43739677391,49969.92352224939,49229.29113898414,48144.89434839484,47050.01527460451,46885.2365547561,43575.892522285656,40170.70714228955,36767.007665188794
Incremental upfront vehicle cost,112375.63092839671,140455.7779772783,84141.58005900505,42070.53383927844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,124651.99241556718,218466.26293368428,218666.6451120357,218867.62843692236,219069.2147117837,219271.4057454695,1005747.6457194069,1006679.7603010096,1007614.671226357,1008552.3868844805,1048681.395407841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),64376.50717712919,112815.92708058085,112908.43224669543,113001.21492830844,113094.2759579663,113187.61617071313,519114.9350465745,519545.2398517142,519976.83557126933,520409.72607798316,538935.0292262346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),25902.332012346575,45381.34652489032,45407.613423910494,45433.95912362777,45460.38386044419,45486.887871471066,208566.95686507673,208689.14218011632,208811.6940511012,208934.6135776989,214194.8848420173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),15541.399207407958,27228.807914934172,27244.568054346302,27260.375474176646,27276.23031626654,27292.132722882623,125140.174119046,125213.48530806982,125287.01643066076,125360.76814661923,128516.93090521042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),18831.754018683452,33040.18141327891,33106.03138708346,33172.0789108095,33238.32457710664,33304.76898040272,152925.57968870975,153231.8929611093,153539.1251733258,153847.2790821792,167034.55043437865,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),267569.4766867174,340876.5827121982,405723.2190466511,467520.760312378,583336.1349415192,639387.4506365149,907312.7080195701,1189282.487943589,1491834.8968310151,1829780.9197569243,1847234.5896968404,1796460.1302693682,1737823.919732281,1677671.9708730301,1622933.9552397158,1570922.4246579362,1284917.0509205626,1001649.5651346663,693469.1833202873,375345.3406761324
Avoided vehicle gasoline (gallons),92265.33678852324,110674.21516629812,128393.42374894021,145192.78270570745,161588.95704751226,177115.6372954335,250638.86961866578,326725.95822626073,405389.91761712363,486643.86163747986,488686.3993906985,470277.5210129236,452558.31243028154,435758.9534735143,419362.7791317095,403836.0988837882,330312.86656055594,254225.77795296098,175561.81856209802,94307.87454174181
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,7403.298325369857,20814.587184975204,34812.389558013696,49416.02097526836,64645.36297833615,80520.87867538688,149982.25609245207,222460.96201058922,298056.1395771756,376869.8338510788,527427.2226985447,522561.4056481311,517226.21787171316,511403.3621127992,505073.96321104316,498218.55153034726,425033.4622495655,348387.09126148885,268162.56375420786,184239.53768443607
Federal EV Tax Credit,219465.36537657678,376013.049056801,367918.83469354286,359998.8597784176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,29.262048716876905,51.23804481814008,51.238044818140054,51.238044818140054,51.238044818140054,51.238044818140054,234.79999999999995,234.79999999999995,234.79999999999995,234.79999999999995,264.0620487168771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,8377.918922349189,11066.599506745575,12788.105921056707,14585.143235698895,16460.296629630593,31869.08787878685,74575.0710270366,121504.50094029497,151347.4750648059,182521.2017991769,226873.9398176371,215728.15302933,214229.24534986212,212543.37192880796,210662.63391809788,208578.8658271425,206283.6274729374,177537.46551919737,147339.74311038016,115638.4234816804
Distribution Cost,4825.437282961736,6676.661279948766,7523.6142370357775,8407.72715659033,9330.271917555438,23745.416629121395,62381.63848514965,105056.06649944409,130452.37530905213,156981.15181840883,195653.41753330908,184322.82647931264,183064.46896042113,181647.40496646898,180064.92194680177,178310.08064260875,176375.70826092237,151932.09467684096,126253.6561079959,99296.1198433006
Transmission Cost,3552.481639387453,4389.938226796809,5264.49168402093,6177.416079108566,7130.0247120751565,8123.671249665453,12193.432541886948,16448.434440850884,20895.09975575379,25540.04998076805,31220.522284328017,31405.326550017347,31164.776389440995,30895.96696233899,30597.71197129613,30268.78518453373,29907.919212015036,25605.370842356406,21086.08700238426,16342.303638379786
Cumulative personal light-duty EV population,246.8097759092997,298.0478207274398,349.28586554557984,400.5239103637199,451.76195518185995,503.0,737.8,972.5999999999999,1207.3999999999999,1442.1999999999998,1677.0,1625.76195518186,1574.52391036372,1523.28586554558,1472.04782072744,1420.8097759093,1186.0097759093,951.2097759093001,716.4097759093002,481.6097759093002
Cumulative personal light-duty LDV population,11213.0,11376.0,11573.0,11736.0,11916.0,12090.0,12242.0,12422.0,12591.0,12759.0,12883.0,12720.0,12523.0,12360.0,12180.0,12006.0,11854.0,11674.0,11505.0,11337.0
EV sales as % of total personal light-duty vehicles,0.0026096538586352362,0.0045040475402725105,0.004427377932959479,0.004365886572779486,0.004299936624550189,0.0042380516805740325,0.019179872569841525,0.018901948156496536,0.01864824080692558,0.018402696136060815
Peak Demand 5-9 PM,0.15299004349371995,0.1847980321521464,0.21662262109736458,0.25235893827298356,0.2884727289348759,0.3118741480667762,0.45745675237309774,0.6030393566794201,0.7507056078210917,0.9842467692090261,0.9448524098043993,0.9263694684699648,0.8965967639223132,0.866946812546703,0.8372968611710946,0.8148918758464407,0.7779969584198778,0.6421250958673064,0.5062532333147353,0.37664681665514227
Energy Supply Cost,64338.79489639202,80393.60078945138,92262.8134311943,106854.15231974999,125876.80726043637,154903.7086119799,244311.61232967203,347633.889855329,459862.9520703873,574860.8861951723,757765.9320052512,762649.116032008,763869.4272185111,764049.6901832969,763571.6180885921,762085.9006013266,759944.3610163523,661710.9997139362,557270.4398730502,445826.3914294657
Energy Cost,39143.22817688615,51929.76852387073,61808.58319511514,76341.23906141559,94292.2739648382,120231.01791256826,193374.61236763778,286369.4621003729,389779.5438518433,493656.637872224,672011.6910400536,683081.8297869941,685177.81275369,686304.4809952163,686444.2801271115,685558.9809802935,683274.8557528895,595930.2031324204,502579.9956432246,403231.63919077924
GHG Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capacity Cost,25195.566719505838,28463.832265580415,30454.230236078918,30512.913258334727,31584.533295598263,34672.69069941088,50936.99996203439,61264.427754956,70083.40821854414,81204.24832294999,85754.24096519884,79567.2862450145,78691.61446482054,77745.20918808113,77127.33796148,76526.91962103218,76669.50526346319,65780.79658151547,54690.44422982484,42594.75223868639
