Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
Utility Bills,102010332.855688,123187476.89456911,144364501.08710244,165359499.82340622,186417374.38007203,207825315.0959011,304915939.7957114,401934701.458278,498464085.11375386,594601474.1896603,765619413.2143917,754166835.40456,733259050.4131323,712091676.3291241,690192363.881556,668277844.3790386,646449754.6853833,549787227.6447595,452843035.2668574,355974863.5959581
Utility Bills (res),88544752.94159845,106926862.13761863,125309005.97536545,143507087.5966803,161779898.108948,180391620.02732524,264667363.62618008,348879753.53722966,432603010.007218,515949627.5065628,667286086.417692,657423208.4390942,639267163.6271226,620886120.9066654,601757641.8519564,582642885.4518113,563647575.8878764,479705707.15330404,395502470.58532614,311376563.45732033
Utility Bills (work),7318622.771322144,8837535.463039588,10356291.727316672,11880910.411896797,13398605.539755356,14916512.93898822,21874832.187975716,28835009.6502118,35808607.758792035,42765425.12730965,53276415.04046389,52404228.11085287,50888948.526339166,49372546.63620153,47883688.45308211,46364016.35658683,44828461.21942814,37897517.98122351,30973974.720888387,24049186.527066942
Utility Bills (pub L2),1999012.2270571454,2413997.5325556602,2828978.4808845916,3243019.765522963,3657462.523712944,4073863.4808271662,5975171.619972552,7876363.581540217,9775077.747663433,11670817.766911374,14816039.044708833,14582932.807376368,14172047.440564234,13763192.52760784,13350390.007628854,12936705.878127325,12525186.322390309,10653704.558601262,8781294.336725399,6908849.772321968
Utility Bills (DCFC),4147944.915710276,5009081.76135523,5870224.903535738,6728482.049306141,7581408.207655727,8443318.648760466,12398572.36158304,16343574.689296309,20277389.600080367,24215603.788876496,30240872.71152705,29756466.04723653,28930890.81910629,28069816.258649316,27200643.568888668,26334236.69251312,25448531.25568847,21530297.951630756,17585295.623917494,13640263.839248847
Incremental upfront vehicle cost,76047471.44852822,95050027.10341887,56940765.13126227,28470209.195136208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost,82704561.13425587,144947479.4516737,145079107.81659672,145211131.0666145,145343550.38638237,145476366.96410927,667073410.4636323,667685532.2353041,668299490.3722907,668915290.3836884,695275324.4263488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (res),43565233.41460141,76345431.14660071,76408031.76490939,76470820.18507299,76533796.9704971,76596962.68627736,351199824.96213543,351490941.5570218,351782931.50169283,352075797.4161979,364612262.71889615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (work L2),17674138.6158965,30965405.303067964,30983328.199511126,31001304.86464359,31019335.45977145,31037420.14668461,142273176.19563457,142356524.45518854,142440122.759521,142523971.85876656,146113229.84780562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (public L2),9648290.87060661,16903977.262094732,16913761.349562023,16923574.78929173,16933417.669340618,16943290.078029636,77666754.62112306,77712254.33509564,77757890.54821013,77803663.66996391,79763035.26031405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charging infrastructure cost (DCFC),11816898.233151343,20732665.73991026,20773986.502614174,20815431.227606222,20857000.286773205,20898694.053117674,95933654.68473928,96125811.88799813,96318545.56286684,96511857.43875998,104786796.59933297,0,0,0,0,0,0,0,0,0
Avoided vehicle gasoline ($),181071126.99368152,230679925.68420136,274563307.5565541,316383288.598432,394758522.8253451,432689885.65509987,613951243.6262757,804714559.8322254,1009403433.4605485,1238038698.3618643,1249788683.7123833,1215425317.1509166,1175743195.839561,1135036082.4574983,1097991969.6111128,1062792939.122873,869300071.9107519,677659583.060638,469164549.4135838,253942448.47242117
Avoided vehicle gasoline (gallons),62438319.65299363,74896079.76759784,86887122.64447914,98255679.68895403,109351391.36436152,119858694.08728528,169599791.05698222,221075428.52533665,274294411.2664534,329265611.2664533,330631926.9080379,318174166.79343367,306183123.91655236,294814566.87207747,283718855.19667,273211552.47374624,223470455.50404933,171994818.03569493,118775835.29457818,63804635.29457819
Carbon Emissions Savings From Avoided Gasoline ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon Emission Costs Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Carbon Emission Savings Associated with EV Adoption ($),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle O&M Savings,5010001.842679162,14085764.961541273,23558436.81674146,33441088.72332907,43747175.03038723,54490543.648013845,101483986.80905713,150518768.04606068,201661961.4078768,254982604.19387856,356853421.89982885,353559056.37686557,349947021.7146924,346004934.9440972,341720021.997086,337079106.49189335,287567136.90360886,235713494.36589777,181439109.06226608,124662565.47400147
Federal EV Tax Credit,148517841.18614116,254457673.57374087,248980111.12890497,243620460.98718685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle sales,19802.37882481882,34674.09898564842,34674.09898564842,34674.09898564842,34674.09898564842,34674.098985648365,158850.59999999998,158850.59999999998,158850.59999999998,158850.59999999998,178652.9788248189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transmission and Distribution Cost,5313055.234996356,7013381.66287574,8107391.6870224755,9249401.277543716,10441053.306097884,20316436.268007293,47541572.67010573,77597352.28916427,96687641.11283699,116629195.57730052,150197191.58190948,143342730.3466921,142507261.9797402,141555041.46092936,140481081.7168414,139280226.61977085,137947145.8777911,119698300.30057228,100524168.39768901,80391538.9118517
